Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Disease	C0220756	Niemann-Pick Disease, Type C	DisGeNET Curated	3.156E-8	3.559E-4	3.452E-7	3.420E-6	20	74	FASN,FCN2,FGF2,MMP1,FN1,POSTN,TERT,RASSF1,TNF,HDAC2,CDK5,ABCB1,PIK3CA,VEGFA,MIR10B,CTGF,MIR31,PTGS2,KDR,EGR1
Disease	C0023891	Liver Cirrhosis, Alcoholic	DisGeNET Curated	3.156E-8	3.559E-4	3.452E-7	3.420E-6	20	74	MDM2,MMP2,FAS,SOD2,BCL2,STAT3,GPC3,NFKB1,CAV1,TGFB1,CD14,TLR4,TNF,ABCG2,VDR,PPARG,IL6,RELA,LMNA,SMAD3
Disease	C0020255	Hydrocephalus	DisGeNET Curated	3.539E-8	3.991E-4	3.867E-7	3.831E-6	33	177	FGFR1,FGFR2,FOXC1,FLNA,SHH,SKI,TNFSF11,SUFU,SOX9,NES,BMI1,BMP4,GPC3,BRAF,GLI2,NOTCH1,NOTCH2,CCND2,PAX2,CDC42,TP53,PIK3CA,HRAS,KDM6A,VHL,SIN3A,CSF2,CTNND1,PTEN,HDAC6,L1CAM,E2F1,LAMC2
Disease	C0030848	Peyronie Disease	DisGeNET Curated	3.549E-8	4.001E-4	3.870E-7	3.834E-6	10	18	PARP1,CCND1,TGFB1,SERPINE1,HDAC2,HIF1A,HDAC9,SMAD2,SMAD3,SMAD7
Disease	C0278828	Stage IV Bladder Cancer AJCC v6	DisGeNET BeFree	3.549E-8	4.001E-4	3.870E-7	3.834E-6	10	18	ERBB2,AKT1,MMP9,SHH,MTOR,SLC22A3,GLI2,CAV1,PIK3CA,POU5F1
Disease	C0011991	Diarrhea	DisGeNET Curated	3.587E-8	4.045E-4	3.908E-7	3.872E-6	48	317	ERBB2,AKT1,ALAD,BDNF,STAT1,STAT3,NR1I2,BRAF,ADAM17,NME1,MAP3K7,TCF3,CAV1,OPRM1,CD14,TJP1,SERPINE1,TNF,CDC42,CDKN1A,PCSK1,NR2C2,CEACAM5,CFTR,HNF4A,ABCB1,TYMS,SLC9A3R1,PIK3R1,UCP2,CYP7B1,ABCG2,VEGFA,IL22,MIR29A,IL4,IL6,NEUROG3,CXCL8,IL11,PTGS2,JAK3,FGF19,DNMT3B,KRT8,LGALS3,EGFR,EPCAM
Disease	C0862824	Stage I Lung Cancer	DisGeNET BeFree	3.674E-8	4.143E-4	3.995E-7	3.958E-6	7	8	SP1,GAPDH,HDAC1,VEGFA,MIR21,EGFR,ENO1
Disease	C1335392	Pericytic Neoplasm	DisGeNET BeFree	3.674E-8	4.143E-4	3.995E-7	3.958E-6	7	8	MMP2,MMP9,AQP9,NES,VEGFA,IGF1,CXCL8
Disease	C0442874	Neuropathy	DisGeNET Curated	3.795E-8	4.279E-4	4.106E-7	4.068E-6	43	269	EPO,ACTG2,CCR2,S100A9,NDRG1,CCL2,MMP2,MMP9,IL23A,AR,ATM,SOX4,ERBIN,BDNF,PPARGC1A,GJB1,NF2,CLDN1,GSK3B,TGM2,TLR4,TNF,CDC42,HGF,HNF4A,ABCB1,ADIPOQ,PIN1,CYP7B1,CCR5,HSPB1,CLDN7,MIR128-1,MIR146A,CSF2,MIR27A,IL4,IL6,CYP3A5,KRAS,PAK5,LAMC2,LMNA
Disease	C1306889	Peripheral arterial occlusive disease	DisGeNET Curated	3.798E-8	4.282E-4	4.106E-7	4.068E-6	12	27	F2,AGER,MMP3,FAS,SERPINE1,PADI4,CCR5,HSPA4,VEGFA,CRP,IL6,JAK2
Disease	C1370889	Liposarcoma, well differentiated	DisGeNET Curated	3.798E-8	4.282E-4	4.106E-7	4.068E-6	12	27	MDM2,AKT1,AKT2,DDR2,TP53,CEBPA,TYRO3,MIR206,PTEN,JUN,HMGA2,EGFR
Disease	C0280321	Squamous cell carcinoma of the hypopharynx	DisGeNET BeFree	3.798E-8	4.282E-4	4.106E-7	4.068E-6	12	27	ADAM10,CXCL12,BMP6,TNF,MIR489,TP53,HGF,MIR203A,PTGS2,PTPN11,CXCR4,EGF
Disease	C1334811	Mucinous Neoplasm	DisGeNET BeFree	3.798E-8	4.282E-4	4.106E-7	4.068E-6	12	27	MSX2,MUC1,MUC4,BMI1,BRAF,HIF1A,CDX2,PIK3CA,VEGFA,PTEN,KRAS,EGFR
Disease	C0206172	Diabetic Foot	DisGeNET BeFree	3.805E-8	4.291E-4	4.106E-7	4.068E-6	13	32	S100A8,MMP9,ADAM17,OPRM1,TIMP3,TLR4,HIF1A,HSPA4,HSPB1,VEGFA,CXCL8,LEP,EDN1
Disease	C0206093	Neuroectodermal Tumors	DisGeNET Curated	3.805E-8	4.291E-4	4.106E-7	4.068E-6	13	32	MET,FAS,ASCL1,MYC,TNFSF10,TP53,HGF,HRAS,IGF1,IL6,CD82,E2F1,EGFR
Disease	C1720830	Painful Bladder Syndrome	DisGeNET BeFree	3.805E-8	4.291E-4	4.106E-7	4.068E-6	13	32	CCL2,CCL5,BIRC5,SERPINE1,TNF,HIF1A,ABCB1,VEGFA,IGF1,IL4,IL6,IL17A,CXCR4
Disease	C1270972	Mild cognitive disorder	DisGeNET BeFree	3.890E-8	4.386E-4	4.190E-7	4.152E-6	30	152	ESR1,ESR2,ADM,UBR5,CCL2,ANXA5,BCL2,BDNF,DDR1,GRN,SIRT1,GSK3B,TGFB2,CD36,SERPINE1,TNF,TP53,HIF1A,PIN1,VEGFA,GDF15,CRP,MIR134,MIR132,IGF1,CSF2,MIR206,LAMC2,LCN2,ELK3
Disease	C0016059	Fibrosis	DisGeNET Curated	3.898E-8	4.396E-4	4.190E-7	4.152E-6	15	43	AKT1,PDGFD,ATM,SOD2,STAT3,SPHK1,SIRT1,CCND2,TGFB1,TNF,PDGFB,MIR21,MIR217,IL4,PTGS2
Disease	C1266129	Atypical Lipoma	DisGeNET BeFree	3.898E-8	4.396E-4	4.190E-7	4.152E-6	15	43	ERBB2,MDM2,AKT1,AKT2,DDR2,TERT,TP53,CEBPA,CHEK1,TYRO3,MIR206,PTEN,JUN,HMGA2,EGFR
Disease	C1855179	CATARACT, ANTERIOR POLAR	DisGeNET Curated	3.898E-8	4.396E-4	4.190E-7	4.152E-6	15	43	NDRG1,FGF1,FGF2,MMP9,AR,BDNF,TGM2,SERPINE1,CD44,TNF,MIR222,IL6,CXCL8,EGFR,LOX
Disease	C0741923	cardiac event	DisGeNET BeFree	4.034E-8	4.549E-4	4.332E-7	4.292E-6	16	49	ERBB2,CCL2,CCL5,MMP3,SPP1,ADAM17,CD36,TLR4,SERPINE1,ABCB1,PLA2G4A,CRP,MIR146A,CXCL8,EDN1,LMNA
Disease	C1853237	Isolated cases	DisGeNET Curated	4.043E-8	4.559E-4	4.338E-7	4.298E-6	20	75	AKT1,FGFR1,SKI,MYC,GATA1,STK11,GLI2,NME1,PCSK1,TSC1,PIK3CA,HRAS,VHL,SIN3A,CREBBP,CTBP1,JAK2,KRAS,RB1,EP300
Disease	C3854181	Nevus sebaceous	DisGeNET Curated	4.350E-8	4.905E-4	4.653E-7	4.611E-6	8	11	SHH,TP63,BRAF,GLI1,TNF,HMGB1,HRAS,KRAS
Disease	C1960546	Myxoma of heart	DisGeNET Curated	4.350E-8	4.905E-4	4.653E-7	4.611E-6	8	11	MEF2D,MMP9,VEGFA,IGF1,MAPK3,IL6,EGFR,MTDH
Disease	C1708604	Keratocystic Odontogenic Tumor	DisGeNET Curated	4.350E-8	4.905E-4	4.653E-7	4.611E-6	8	11	MMP1,SHH,SUFU,SOX2,BCL2,TP53,MIR16-1,MIR15A
Disease	C0595921	Intraocular pressure disorder	DisGeNET BeFree	4.410E-8	4.973E-4	4.713E-7	4.670E-6	23	97	ESR2,AGTR1,MMP1,MMP3,FOXC1,FOXC2,RHOA,TBK1,SPARC,SPP1,BMP2,BMP4,ARHGEF12,CAV1,TGFB1I1,TGFB2,TGFBR3,CEBPB,TNC,CTGF,IL6,CYP1B1,PTGS2
Disease	C1333600	Hereditary Malignant Neoplasm	DisGeNET BeFree	4.569E-8	5.152E-4	4.865E-7	4.820E-6	18	62	ERBB2,MDM2,MET,AR,ATM,MUC1,MYC,BRCA1,BRAF,NF2,TGFBR1,CDH1,TP53,TSC1,VHL,IGF1,PTEN,KRAS
Disease	C0031269	Peutz-Jeghers Syndrome	DisGeNET Curated	4.569E-8	5.152E-4	4.865E-7	4.820E-6	18	62	F2R,AKT1,MTOR,STK11,NR1I2,BRCA1,TP53,CDX2,TSC1,TSC2,WNT5A,CTNNB1,PTEN,PTGS2,KRAS,EGFR,SMAD2,SMAD4
Disease	C0030809	Pemphigus Vulgaris	DisGeNET BeFree	4.569E-8	5.152E-4	4.865E-7	4.820E-6	18	62	EZH2,RACK1,MMP9,MBD3,TNF,CDH1,HDAC2,PLAU,CRK,MAPK14,PRKCA,MAPK1,MAPK8,IL4,IL6,ZEB2,DNMT1,EGFR
Disease	C0544886	Somatic mutation	DisGeNET Curated	4.569E-8	5.152E-4	4.865E-7	4.820E-6	18	62	ERBB2,AXIN1,MET,AKT1,FGFR2,STK11,GPC3,NF2,TP53,PIK3CA,CREB1,CTNNB1,JAK2,PTPN11,KRAS,RB1,HMGA2,SMAD4
Disease	C0079774	Peripheral T-Cell Lymphoma	DisGeNET Curated	5.178E-8	5.838E-4	5.508E-7	5.457E-6	26	121	MCL1,ALK,RHOA,TP63,ATM,GATA3,CCND1,BCL2,BCL6,NFKB1,CAV1,TERT,CD44,TNF,TP53,ABCB1,MIR146A,CSF2,MIR187,IL4,IL6,HDAC9,CXCR4,EGR1,LEF1,EPHA8
Disease	C0431391	Hemimegalencephaly	DisGeNET Curated	5.529E-8	6.235E-4	5.871E-7	5.816E-6	11	23	AKT1,MTOR,MYC,CCND1,TSC1,TSC2,PIK3CA,HRAS,WNT1,PTEN,KRAS
Disease	C4082974	Dupuytren's Disease	DisGeNET BeFree	5.529E-8	6.235E-4	5.871E-7	5.816E-6	11	23	ACTA2,YAP1,MMP2,MMP14,POSTN,SQSTM1,TGFB1,TGFB2,CRK,MAPK14,MAPK1
Disease	C0162770	Right Ventricular Hypertrophy	DisGeNET Curated	5.560E-8	6.270E-4	5.898E-7	5.844E-6	15	44	EZH2,AGTR1,NOTCH1,NOTCH3,TGFA,TGFB1,TLR4,CDKN1A,KLF4,TNC,PPARG,MIR199A1,MIR199A2,IL4,PTEN
Disease	C0206669	Hepatocellular Adenoma	DisGeNET Curated	5.577E-8	6.288E-4	5.910E-7	5.855E-6	16	50	AKT1,LGR5,MTOR,SREBF1,STAT3,GPC3,TERT,TP53,HRAS,CRP,MIR130B,CTNNB1,CYP1B1,PTEN,KRAS,EGF
Disease	C0867389	Chronic graft-versus-host disease	DisGeNET BeFree	5.846E-8	6.592E-4	6.190E-7	6.133E-6	24	106	PARP1,AGTR1,CCL5,CCL22,SHH,ATM,TNFSF10,GLI1,GLI2,MICA,CAV1,TNF,HGF,PADI4,PIK3CA,CCR5,CCR6,VDR,VEGFA,MIR21,IL4,IL6,IL17A,CXCR4
Disease	C0740392	Infarction, Middle Cerebral Artery	DisGeNET Curated	5.906E-8	6.659E-4	6.247E-7	6.189E-6	13	33	CCL2,MMP9,SOD2,STAT3,C3,PLAU,IGF1,IL22,IL6,CXCR2,IL11,JUNB,EDN1
Disease	C3839868	Cytogenetically normal acute myeloid leukemia	DisGeNET BeFree	6.011E-8	6.777E-4	6.346E-7	6.287E-6	18	63	ERG,KMT2A,FUT4,NME1,MIR424,RUNX1,PBX3,CDH1,HIF1A,CEBPA,ABCB1,CCR7,ABCG2,MIR155,JAK2,DNMT3B,LCN2,LEF1
Disease	C0020517	Hypersensitivity	DisGeNET Curated	6.011E-8	6.777E-4	6.346E-7	6.287E-6	18	63	CCR2,CXCL9,CCL2,CCL3,CCL19,CCL20,CXCL5,CX3CL1,CD274,SPP1,CCR9,TGFB1,TNF,CCR6,IL4,IL6,CXCR2,IL17A
Disease	C0264408	Childhood asthma	DisGeNET BeFree	6.179E-8	6.967E-4	6.512E-7	6.452E-6	26	122	CCL5,MMP9,ANXA2,TET1,MYB,PDCD4,BDNF,NFKBIA,TIMELESS,RUNX1,TGFB1,HAVCR2,CD14,TLR4,TNF,CDH1,CFTR,HMGB1,VDR,VEGFA,PPARG,MIR21,IL4,IL6,IL17A,EDN1
Disease	C0018817	Atrial Septal Defects	DisGeNET Curated	6.179E-8	6.967E-4	6.512E-7	6.452E-6	26	122	ACTA2,JAG1,FGFR1,FGFR2,FOXC1,NRP1,GPC3,BRAF,NODAL,NOTCH2,CDH11,HRAS,KDM6A,WNT1,CREBBP,MAP2K1,MAP2K2,CYP1B1,PTEN,ZEB2,PTPN11,RBM8A,KRAS,RTN4,LMNA,EP300
Disease	C0426891	Broad thumbs	DisGeNET Curated	6.253E-8	7.051E-4	6.577E-7	6.517E-6	12	28	USP9X,EZH2,SALL1,FGFR1,FGFR2,FLNA,GPC3,ROR2,WNT5A,CREBBP,RBM8A,EP300
Disease	C0085437	Meningitis, Bacterial	DisGeNET BeFree	6.253E-8	7.051E-4	6.577E-7	6.517E-6	12	28	MMP3,MMP9,TNFSF10,NFKB1,C3,CD14,TLR4,VIM,CSF2,IGFBP7,CXCL8,LAMC2
Disease	C0026847	Spinal Muscular Atrophy	DisGeNET Curated	6.313E-8	7.119E-4	6.634E-7	6.573E-6	34	190	FCN2,AKT1,FST,FOXO1,ANG,AR,NCL,BCL2,BDNF,STAT5A,STAT5B,GJB1,MIR375,CD36,H2AFX,TP53,HDAC2,CDK5,PLS3,VIM,CREB1,CRK,IGF1,IGF1R,MAPK14,MIR206,CTGF,MAPK1,HDAC4,PTEN,ZEB2,EEF1D,EGF,ELK1
Disease	C0525045	Mood Disorders	DisGeNET Curated	6.455E-8	7.279E-4	6.777E-7	6.714E-6	47	313	ESR1,NDRG2,FGF2,FGF9,AKT1,FKBP5,FOXO3,FMR1,SHH,AR,SOD2,AGO2,BDNF,KAT2B,GLI2,NFKB1,TIMELESS,NTRK2,NTRK3,SIRT1,GSK3B,TGFB1,P2RY2,NANOS3,PAWR,TNF,CDH2,HDAC1,HDAC2,HIF1A,CHRM2,PIK3CA,PIK3R1,HRAS,HSPA4,VEGFA,PPARG,CREB1,CSF2,CUX1,HDAC9,HDAC4,PTGS2,DNMT1,DNMT3B,LAMC2,EDN1
Disease	C0021831	Intestinal Diseases	DisGeNET Curated	6.543E-8	7.377E-4	6.863E-7	6.799E-6	20	77	ALK,MUC1,BCL2,STAT3,STAT5B,MICA,ADAM17,TGFB1,TGM2,TLR4,SERPINE1,CD44,TNF,HGF,CFTR,MIR150,CTGF,IL6,LMNB1,EPCAM
Disease	C0862506	Borderline ovarian tumour	DisGeNET BeFree	7.054E-8	7.954E-4	7.385E-7	7.317E-6	10	19	NCOA3,ERBB2,AR,SPP1,BCL2,BRCA1,TP53,TP73,DNMT1,KRAS
Disease	C0262401	Carcinoma of ampulla of Vater	DisGeNET BeFree	7.054E-8	7.954E-4	7.385E-7	7.317E-6	10	19	ERBB2,AGR2,SPP1,CD44,TP53,HNF4A,PLAU,PTGS2,KRAS,EGFR
Disease	C3163918	Tumor thrombus	DisGeNET BeFree	7.114E-8	8.022E-4	7.435E-7	7.366E-6	9	15	FN1,FOXA2,MIR449A,VEGFA,VIM,MIR148A,MIR21,MIR221,EPCAM
Disease	C0850639	premalignant lesion	DisGeNET BeFree	7.114E-8	8.022E-4	7.435E-7	7.366E-6	9	15	MTUS1,MUC4,CCND1,BRAF,NFKB1,TGFA,RASSF1,TNF,IGF1R
Disease	C0040021	Thromboangiitis Obliterans	DisGeNET BeFree	7.310E-8	8.243E-4	7.625E-7	7.555E-6	14	39	F2,BCL2,PDCD4,STAT1,MICA,TGFB2,CD14,CD44,VEGFA,IGF1,MIR21,IL6,CXCL8,PTGS2
Disease	C0007787	Transient Ischemic Attack	DisGeNET Curated	7.310E-8	8.243E-4	7.625E-7	7.555E-6	14	39	F2,NDRG2,F3,MMP1,MMP9,SOD2,SPP1,GATA3,C3,TP53,CRP,ILK,PTGS2,LEP
Disease	C1853926	NONAKA MYOPATHY	DisGeNET Curated	7.638E-8	8.613E-4	7.960E-7	7.887E-6	16	51	ESR1,ADM,SQSTM1,C5AR1,GSN,MTA1,SERPINE1,PAK1,PDGFRB,VCP,CXCL8,RAC1,LEP,LIF,EGF,EGFR
Disease	C0040053	Thrombosis	DisGeNET Curated	7.841E-8	8.842E-4	8.149E-7	8.074E-6	15	45	EPO,F2,F3,FUT4,SIRT1,THBD,SERPINE1,TNF,HGF,KLF4,TYRO3,PLAU,CRP,CYP3A5,PTGS2
Disease	C0340970	Congenital neutropenia	DisGeNET BeFree	7.841E-8	8.842E-4	8.149E-7	8.074E-6	15	45	AKT1,SRI,BCL2,STAT5A,STAT5B,TAZ,RUNX1,CEBPB,CSF2,CXCR2,CXCR4,WNT3A,LAMC2,NAMPT,LEF1
Disease	C0342793	Malonic aciduria	DisGeNET Curated	7.841E-8	8.842E-4	8.149E-7	8.074E-6	15	45	AKT1,MUC1,BCL2,STAT3,TLR4,TNF,MIR663A,TSC1,HSPA5,VEGFA,MIR150,MIR155,IL6,KDR,ANGPTL4
Disease	C0277524	Infectious colitis	DisGeNET BeFree	8.072E-8	9.102E-4	8.381E-7	8.304E-6	6	6	BDNF,ABCG2,HSPA4,HSPA5,PPARG,LCN2
Disease	C0025289	Meningitis	DisGeNET Curated	8.266E-8	9.321E-4	8.575E-7	8.496E-6	20	78	PARP1,CCL2,MMP9,FST,FLNA,FN1,FAS,MYD88,TNFSF10,TGFB1,TLR4,SERPINE1,TNF,CRP,CSF2,IL6,CXCL8,JAK3,RAC1,LAMC2
Disease	C2004493	Leukemia, B-Cell	DisGeNET BeFree	8.548E-8	9.638E-4	8.859E-7	8.777E-6	24	108	MCL1,S100A8,TRIM33,ATM,MYC,MIR196B,CCND1,BCL2,BCL6,BMI1,NFKB1,CCND2,TNF,TP53,CDKN1A,NR4A1,PIK3CA,MIR21,IL6,CXCL8,PTEN,PTK2,JAK2,PTPN6
Disease	C3854173	Pre-renal acute kidney injury	DisGeNET BeFree	8.994E-8	1.014E-3	9.313E-7	9.227E-6	13	34	MMP2,BCL2,BMP7,NR1I2,HGF,HIF1A,PPARG,IGF1,IGF1R,IL6,IL17A,LCN2,EDN1
Disease	C0796126	AICARDI-GOUTIERES SYNDROME 1	DisGeNET Curated	9.238E-8	1.042E-3	9.557E-7	9.469E-6	17	58	JAG1,FMR1,BBC3,CCND1,BCL2,NOTCH2,NOTCH3,TNF,TP53,VEGFA,CSF2,MAP2K1,IL6,CXCL8,PTGS2,LAMC2,EGF
Disease	C4049711	Lepidic Predominant Adenocarcinoma	DisGeNET BeFree	9.607E-8	1.083E-3	9.920E-7	9.829E-6	11	24	AGER,AKT2,ALK,CCND1,PROM1,SPHK1,NFKB1,TNF,HIF1A,VEGFA,MAPK3
Disease	C0004626	Pneumonia, Bacterial	DisGeNET BeFree	9.607E-8	1.083E-3	9.920E-7	9.829E-6	11	24	IL23A,MYD88,STAT3,CRP,MIR155,IL22,MIR21,IL6,IL17A,LCN2,NAMPT
Disease	C0027794	Neural Tube Defects	DisGeNET Curated	9.644E-8	1.087E-3	9.949E-7	9.857E-6	30	158	GRHL2,FASN,AHR,CCL2,FOXO3,FOXN1,ANXA5,SHH,SKI,SNAI2,EED,BMP4,TBXT,C5AR1,SCRIB,TP53,TXN,UCP2,ID1,CSF2,MIR206,MAPK8,MIR30B,CYP1B1,ITGA3,DVL2,LEP,LGALS1,LMNB1,VANGL1
Disease	C0206696	Carcinoma, Signet Ring Cell	DisGeNET BeFree	1.004E-7	1.132E-3	1.034E-6	1.025E-5	12	29	ESR1,MUC1,WWOX,GATA3,BCL2,BRAF,EML4,CDH1,MAPK14,PTEN,KRAS,SMAD4
Disease	C2347126	Microscopic Polyarteritis	DisGeNET BeFree	1.021E-7	1.152E-3	1.051E-6	1.041E-5	18	65	ESR1,MMP11,FKBP5,CCND1,BCL2,STAT3,TGFA,PAK1,TNF,CFTR,HOXA10,VEGFA,PPARG,CXCL8,LCN2,LIF,EGFR,ELK3
Disease	C0042580	Vesico-Ureteral Reflux	DisGeNET Curated	1.021E-7	1.152E-3	1.051E-6	1.041E-5	18	65	SMC1A,ACTG2,JAG1,AGTR1,CCL5,SIX1,TP63,ATM,SOX17,TGFB1,SMC3,PAX2,TNF,TNXB,HOXA13,VEGFA,CXCL8,GREM1
Disease	C0041948	Uremia	DisGeNET Curated	1.037E-7	1.169E-3	1.065E-6	1.055E-5	16	52	EPO,FAS,SPARC,SPP1,STAT5A,STAT5B,BMP2,RUNX2,TGFB1,TGFBR1,VDR,IL6,PTX3,KDR,LEP,EGFR
Disease	C1519666	Tumor-Associated Vasculature	DisGeNET BeFree	1.037E-7	1.169E-3	1.065E-6	1.055E-5	16	52	F3,FGF2,CXCL12,FN1,MAP3K7,TNF,HDGF,NR2C2,SERPINF1,VEGFA,TNC,IL6,ITGA5,ITGAV,KDR,EGFR
Disease	C2609414	Acute kidney injury	DisGeNET Curated	1.057E-7	1.192E-3	1.082E-6	1.072E-5	19	72	EPO,SPP1,CCND1,NPPA,SIRT1,GSK3B,TGFB1,FSTL1,CD44,TNF,TP53,CCR5,VEGFA,PPARG,IGF1,IL6,LCN2,EDN1,EGFR
Disease	C0403592	Chronic rejection of renal transplant	DisGeNET BeFree	1.058E-7	1.193E-3	1.082E-6	1.072E-5	14	40	F2R,F3,FGFR2,FN1,NR1I2,TGFB1,SERPINE1,HGF,VEGFA,CRP,CTGF,CXCL8,EGF,EGFR
Disease	C4041080	Neurocognitive Disorders	DisGeNET Curated	1.058E-7	1.193E-3	1.082E-6	1.072E-5	14	40	EPO,F2R,FGF2,CCL2,CCL5,SPP1,STAT1,GLS,TP53,CEBPB,ZFP36,IGF1,CSF2,LAMC2
Disease	C0022572	keratoacanthoma	DisGeNET BeFree	1.058E-7	1.193E-3	1.082E-6	1.072E-5	14	40	MMP2,MMP9,MMP19,FAS,CCND1,STK11,BRAF,SPZ1,TNF,TP53,CDKN1A,PIK3CA,HRAS,PTGS2
Disease	C1853118	Severe congenital neutropenia	DisGeNET Curated	1.094E-7	1.234E-3	1.118E-6	1.108E-5	15	46	AKT1,SRI,BCL2,STAT5A,STAT5B,TAZ,RUNX1,CEBPB,CSF2,CXCR2,CXCR4,WNT3A,LAMC2,NAMPT,LEF1
Disease	C1835581	Large protruding ears	DisGeNET Curated	1.219E-7	1.374E-3	1.237E-6	1.225E-5	21	87	EZH2,SALL1,JAG1,AKT1,FGFR2,FLNA,FMR1,BMP4,BRAF,GLI2,TAZ,TRPS1,PIK3R1,KDM6A,SIN3A,MAP2K1,MAP2K2,ITGA3,PTEN,KRAS,LMNA
Disease	C0554972	Large auricle	DisGeNET Curated	1.219E-7	1.374E-3	1.237E-6	1.225E-5	21	87	EZH2,SALL1,JAG1,AKT1,FGFR2,FLNA,FMR1,BMP4,BRAF,GLI2,TAZ,TRPS1,PIK3R1,KDM6A,SIN3A,MAP2K1,MAP2K2,ITGA3,PTEN,KRAS,LMNA
Disease	C1850189	Large pinnae	DisGeNET Curated	1.219E-7	1.374E-3	1.237E-6	1.225E-5	21	87	EZH2,SALL1,JAG1,AKT1,FGFR2,FLNA,FMR1,BMP4,BRAF,GLI2,TAZ,TRPS1,PIK3R1,KDM6A,SIN3A,MAP2K1,MAP2K2,ITGA3,PTEN,KRAS,LMNA
Disease	C0152421	Macrotia	DisGeNET Curated	1.219E-7	1.374E-3	1.237E-6	1.225E-5	21	87	EZH2,SALL1,JAG1,AKT1,FGFR2,FLNA,FMR1,BMP4,BRAF,GLI2,TAZ,TRPS1,PIK3R1,KDM6A,SIN3A,MAP2K1,MAP2K2,ITGA3,PTEN,KRAS,LMNA
Disease	C1848570	Large, floppy ears	DisGeNET Curated	1.219E-7	1.374E-3	1.237E-6	1.225E-5	21	87	EZH2,SALL1,JAG1,AKT1,FGFR2,FLNA,FMR1,BMP4,BRAF,GLI2,TAZ,TRPS1,PIK3R1,KDM6A,SIN3A,MAP2K1,MAP2K2,ITGA3,PTEN,KRAS,LMNA
Disease	C1860838	Large prominent ears	DisGeNET Curated	1.219E-7	1.374E-3	1.237E-6	1.225E-5	21	87	EZH2,SALL1,JAG1,AKT1,FGFR2,FLNA,FMR1,BMP4,BRAF,GLI2,TAZ,TRPS1,PIK3R1,KDM6A,SIN3A,MAP2K1,MAP2K2,ITGA3,PTEN,KRAS,LMNA
Disease	C1855062	Large dysplastic ears	DisGeNET Curated	1.219E-7	1.374E-3	1.237E-6	1.225E-5	21	87	EZH2,SALL1,JAG1,AKT1,FGFR2,FLNA,FMR1,BMP4,BRAF,GLI2,TAZ,TRPS1,PIK3R1,KDM6A,SIN3A,MAP2K1,MAP2K2,ITGA3,PTEN,KRAS,LMNA
Disease	C0398791	Nijmegen Breakage Syndrome	DisGeNET Curated	1.220E-7	1.375E-3	1.237E-6	1.225E-5	17	59	ERG,SMC1A,MDM2,PARP1,KMT2A,ATM,BRCA1,NME1,TERT,SIRT1,H2AFX,TP53,CDKN1A,VEGFA,CXCL8,PTEN,KPNA2
Disease	C0740277	Bile duct carcinoma	DisGeNET Curated	1.220E-7	1.375E-3	1.237E-6	1.225E-5	17	59	ERBB2,ESR1,ESR2,ETS1,AKT1,MUC1,ERBIN,NR1I2,CD44,TP53,CEBPB,CXCR2,PTGS2,KRAS,EGFR,ROS1,SMAD4
Disease	C0949664	Tauopathies	DisGeNET Curated	1.227E-7	1.383E-3	1.242E-6	1.230E-5	26	126	FKBP5,BDNF,PPARGC1A,SQSTM1,GRN,SIRT1,GSK3B,TNF,TP53,CDK5,PIN1,EIF2AK3,HSPA4,HSPB1,CRK,MIR132,PTPA,MAPK14,CSF2,MAPK1,IL6,IRS1,HDAC6,LAMC2,LEP,LMNA
Disease	C0024198	Lyme Disease	DisGeNET BeFree	1.227E-7	1.383E-3	1.242E-6	1.230E-5	26	126	EPHB2,RAB22A,FCN2,MMP9,FHL1,FN1,SHC1,CXCL13,SPP1,GOLPH3,NFKB1,CD14,TNF,CDKN1A,CCR7,HSPA4,CSF2,MAPK1,CXCL8,IL11,IL17A,ITGA3,JUN,LAMC2,ELK3,ENO1
Disease	C0699753	Cancer Relapse	DisGeNET BeFree	1.230E-7	1.387E-3	1.243E-6	1.231E-5	8	12	MET,AR,NRP1,HIF1A,ABCB1,PIK3CA,SPDEF,KRAS
Disease	C0001193	Apert syndrome	DisGeNET Curated	1.230E-7	1.387E-3	1.243E-6	1.231E-5	8	12	FGF2,FGFR1,FGFR2,FN1,CCND1,STAT3,TWIST1,MAPK8
Disease	C1535939	Pneumocystis jiroveci pneumonia	DisGeNET BeFree	1.320E-7	1.488E-3	1.331E-6	1.319E-5	18	66	FAS,BRAF,NFKB1,PAK1,TNF,CDC42,TP53,LRRFIP1,CCR5,HSPA4,CRP,CTNNB1,IL4,IL6,CXCL8,CXCR4,RELA,MTDH
Disease	C0029410	Osteoarthritis of hip	DisGeNET Curated	1.320E-7	1.488E-3	1.331E-6	1.319E-5	18	66	NCOA3,ESR1,CCL3,MMP9,SOX9,SP1,BMP4,SOCS3,TGFB1,TWIST1,WNT5B,VEGFA,IGFBP7,IL6,CXCL8,PTHLH,LEP,SMAD3
Disease	C0085750	Adenosis of Breast	DisGeNET BeFree	1.328E-7	1.498E-3	1.333E-6	1.320E-5	10	20	ERBB2,ERG,FGFR2,TP63,MYC,INPP4B,BRCA1,TP53,PTGS2,LMNA
Disease	C0273115	Lung Injury	DisGeNET Curated	1.328E-7	1.498E-3	1.333E-6	1.320E-5	10	20	AHR,CCL2,CCL3,PDGFD,SIRT1,TGFA,TLR4,TNF,TNC,IL6
