##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Synthesis of 15-eicosatetraenoic acid derivatives	Reactome	R-HSA-2142770	1	6	0.159900747369	0.23623132067	5743	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142770
Protein repair	Reactome	R-HSA-5676934	1	6	0.159900747369	0.23623132067	7295	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676934
Clearance of Nuclear Envelope Membranes from Chromatin	Reactome	R-HSA-2993913	1	6	0.159900747369	0.23623132067	4001	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2993913
Proton-coupled monocarboxylate transport	Reactome	R-HSA-433692	1	6	0.159900747369	0.23623132067	682	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-433692
Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling	Reactome	R-HSA-5339717	1	6	0.159900747369	0.23623132067	22943	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5339717
GDP-mannose biosynthesis	BioCyc	PWY-5659	1	6	0.159900747369	0.23623132067	2821	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5659
GDP-glucose biosynthesis II	BioCyc	PWY-5661-1	1	6	0.159900747369	0.23623132067	3099	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5661-1
trehalose degradation	BioCyc	PWY0-1182	1	6	0.159900747369	0.23623132067	3099	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY0-1182
Transmission across Chemical Synapses	Reactome	R-HSA-112315	8	208	0.16464320656	0.242821063429	5594|5578|4193|673|27165|3265|2744|1385	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112315
Oxytocin receptor mediated signaling pathway	PANTHER	P04391	3	54	0.164846544726	0.242821063429	5584|5588|5578	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04391
Arachidonic acid metabolism	Reactome	R-HSA-2142753	3	54	0.164846544726	0.242821063429	1545|5743|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142753
@@Arachidonic acid metabolism	KEGG PATHWAY	hsa00590	2	62	0.468847282076	0.529525786603	5743|5321	http://www.genome.jp/kegg-bin/show_pathway?hsa00590/hsa:5743%09red/hsa:5321%09red
CaM pathway	Reactome	R-HSA-111997	2	28	0.167700179039	0.245818328845	1385|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111997
TRP channels	Reactome	R-HSA-3295583	2	28	0.167700179039	0.245818328845	79054|7224	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3295583
Calmodulin induced events	Reactome	R-HSA-111933	2	28	0.167700179039	0.245818328845	1385|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111933
Regulation of Complement cascade	Reactome	R-HSA-977606	2	28	0.167700179039	0.245818328845	728|718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977606
G-protein activation	Reactome	R-HSA-202040	2	28	0.167700179039	0.245818328845	5443|4988	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202040
Muscarinic acetylcholine receptor 1 and 3 signaling pathway	PANTHER	P00042	3	55	0.170878516805	0.248776579751	5584|5588|5578	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00042
@@Muscarinic acetylcholine receptor 2 and 4 signaling pathway	PANTHER	P00043	1	54	0.74584426085	0.776899538886	1129	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00043
Lipoprotein metabolism	Reactome	R-HSA-174824	3	55	0.170878516805	0.248776579751	10062|5045|51129	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174824
SCF-beta-TrCP mediated degradation of Emi1	Reactome	R-HSA-174113	3	55	0.170878516805	0.248776579751	10197|6500|8945	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174113
AUF1 (hnRNP D0) binds and destabilizes mRNA	Reactome	R-HSA-450408	3	55	0.170878516805	0.248776579751	10197|3315|1981	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450408
Degradation of AXIN	Reactome	R-HSA-4641257	3	55	0.170878516805	0.248776579751	10197|64750|8312	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641257
XBP1(S) activates chaperone genes	Reactome	R-HSA-381038	3	55	0.170878516805	0.248776579751	4000|3068|6464	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381038
Heparan sulfate/heparin (HS-GAG) metabolism	Reactome	R-HSA-1638091	3	55	0.170878516805	0.248776579751	1464|2719|6382	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1638091
Insulin secretion	KEGG PATHWAY	hsa04911	4	85	0.176066052125	0.256080566124	1385|3783|6513|5578	http://www.genome.jp/kegg-bin/show_pathway?hsa04911/hsa:6513%09red/hsa:1385%09red/hsa:3783%09red/hsa:5578%09red
RNA Polymerase III Transcription Initiation From Type 3 Promoter	Reactome	R-HSA-76071	2	29	0.1765100125	0.256477762596	55290|7702	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76071
Thyrotropin-releasing hormone receptor signaling pathway	PANTHER	P04394	3	56	0.176972586262	0.256652997082	5584|5588|5578	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04394
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	Reactome	R-HSA-5362768	3	56	0.176972586262	0.256652997082	6469|7415|10197	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5362768
Post-transcriptional silencing by small RNAs	Reactome	R-HSA-426496	1	7	0.180555377503	0.258847776153	27161	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-426496
POLB-Dependent Long Patch Base Excision Repair	Reactome	R-HSA-110362	1	7	0.180555377503	0.258847776153	142	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110362
TRAIL  signaling	Reactome	R-HSA-75158	1	7	0.180555377503	0.258847776153	8743	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75158
NrCAM interactions	Reactome	R-HSA-447038	1	7	0.180555377503	0.258847776153	8828	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447038
CREB phosphorylation	Reactome	R-HSA-199920	1	7	0.180555377503	0.258847776153	1385	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199920
Neurofascin interactions	Reactome	R-HSA-447043	1	7	0.180555377503	0.258847776153	1272	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447043
CREB phosphorylation through the activation of Adenylate Cyclase	Reactome	R-HSA-442720	1	7	0.180555377503	0.258847776153	1385	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442720
Downregulation of ERBB4 signaling	Reactome	R-HSA-1253288	1	7	0.180555377503	0.258847776153	83737	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1253288
Regulation of gene expression in early pancreatic precursor cells	Reactome	R-HSA-210747	1	7	0.180555377503	0.258847776153	4825	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210747
Nef and signal transduction	Reactome	R-HSA-164944	1	7	0.180555377503	0.258847776153	5879	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-164944
ChREBP activates metabolic gene expression	Reactome	R-HSA-163765	1	7	0.180555377503	0.258847776153	2194	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163765
Acyl chain remodeling of DAG and TAG	Reactome	R-HSA-1482883	1	7	0.180555377503	0.258847776153	11343	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1482883
Degradation of DVL	Reactome	R-HSA-4641258	3	57	0.183125663945	0.262282081661	10197|8452|1856	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641258
Surfactant metabolism	Reactome	R-HSA-5683826	2	30	0.185390004226	0.265019425089	5029|2627	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683826
Platelet calcium homeostasis	Reactome	R-HSA-418360	2	30	0.185390004226	0.265019425089	6717|6786	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418360
Meiotic recombination	Reactome	R-HSA-912446	4	87	0.185866687793	0.265448047932	472|672|3014|3015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912446
Steroid hormone biosynthesis	KEGG PATHWAY	hsa00140	3	58	0.189334686374	0.270143882364	9420|1545|1577	http://www.genome.jp/kegg-bin/show_pathway?hsa00140/hsa:1545%09red/hsa:1577%09red/hsa:9420%09red
GABAergic synapse	KEGG PATHWAY	hsa04727	4	88	0.190832102949	0.27202182956	27165|6714|2744|5578	http://www.genome.jp/kegg-bin/show_pathway?hsa04727/hsa:6714%09red/hsa:5578%09red/hsa:2744%09red/hsa:27165%09red
Other types of O-glycan biosynthesis	KEGG PATHWAY	hsa00514	2	31	0.194331393455	0.276484759787	6480|2526	http://www.genome.jp/kegg-bin/show_pathway?hsa00514/hsa:6480%09red/hsa:2526%09red
HS-GAG biosynthesis	Reactome	R-HSA-2022928	2	31	0.194331393455	0.276484759787	2719|6382	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022928
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Reactome	R-HSA-198933	5	120	0.194840635363	0.276946774317	3688|999|100507436|10859|718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198933
Translation initiation complex formation	Reactome	R-HSA-72649	3	59	0.195596618521	0.27697219283	1977|1965|1981	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72649
NIK-->noncanonical NF-kB signaling	Reactome	R-HSA-5676590	3	59	0.195596618521	0.27697219283	10197|6500|8945	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676590
Hh mutants abrogate ligand secretion	Reactome	R-HSA-5387390	3	59	0.195596618521	0.27697219283	6469|7415|10197	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5387390
Ribosomal scanning and start codon recognition	Reactome	R-HSA-72702	3	59	0.195596618521	0.27697219283	1977|1965|1981	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72702
Salivary secretion	KEGG PATHWAY	hsa04970	4	89	0.195838938291	0.277053955113	3346|3783|362|5578	http://www.genome.jp/kegg-bin/show_pathway?hsa04970/hsa:5578%09red/hsa:3783%09red/hsa:3346%09red/hsa:362%09red
Regulation by c-FLIP	Reactome	R-HSA-3371378	1	8	0.200702688485	0.279457082946	8743	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371378
Defective CHST3 causes SEDCJD	Reactome	R-HSA-3595172	1	8	0.200702688485	0.279457082946	1464	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3595172
Activation of C3 and C5	Reactome	R-HSA-174577	1	8	0.200702688485	0.279457082946	718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174577
RNF mutants show enhanced WNT signaling and proliferation	Reactome	R-HSA-5340588	1	8	0.200702688485	0.279457082946	89780	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5340588
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	Reactome	R-HSA-446388	1	8	0.200702688485	0.279457082946	55742	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446388
Defective CHST14 causes EDS, musculocontractural type	Reactome	R-HSA-3595174	1	8	0.200702688485	0.279457082946	1464	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3595174
Dimerization of procaspase-8	Reactome	R-HSA-69416	1	8	0.200702688485	0.279457082946	8743	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69416
Defective CHSY1 causes TPBS	Reactome	R-HSA-3595177	1	8	0.200702688485	0.279457082946	1464	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3595177
Interleukin-17 signaling	Reactome	R-HSA-448424	1	8	0.200702688485	0.279457082946	3605	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-448424
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	Reactome	R-HSA-2142670	1	8	0.200702688485	0.279457082946	1545	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142670
Vitamin C (ascorbate) metabolism	Reactome	R-HSA-196836	1	8	0.200702688485	0.279457082946	6513	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196836
CASP8 activity is inhibited	Reactome	R-HSA-5218900	1	8	0.200702688485	0.279457082946	8743	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218900
Recycling of eIF2:GDP	Reactome	R-HSA-72731	1	8	0.200702688485	0.279457082946	1965	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72731
Ligand-receptor interactions	Reactome	R-HSA-5632681	1	8	0.200702688485	0.279457082946	6469	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5632681
retinoate biosynthesis I	BioCyc	PWY-6872	1	8	0.200702688485	0.279457082946	216	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6872
palmitate biosynthesis	BioCyc	PWY-5994	1	8	0.200702688485	0.279457082946	2194	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5994
sucrose degradation	BioCyc	PWY66-373	1	8	0.200702688485	0.279457082946	229	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-373
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	Reactome	R-HSA-72662	3	60	0.201908456369	0.280875433744	1977|1965|1981	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72662
Asthma	KEGG PATHWAY	hsa05310	2	32	0.203325806939	0.282585218718	7124|3565	http://www.genome.jp/kegg-bin/show_pathway?hsa05310/hsa:7124%09red/hsa:3565%09red
Defective CFTR causes cystic fibrosis	Reactome	R-HSA-5678895	3	61	0.208267229289	0.289185116709	10197|7415|1080	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5678895
Mitotic Prometaphase	Reactome	R-HSA-68877	5	124	0.212163049513	0.293247684528	6249|332|1460|9126|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68877
Enkephalin release	PANTHER	P05913	2	33	0.212365245225	0.293247684528	4988|1385	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05913
Base excision repair	KEGG PATHWAY	hsa03410	2	33	0.212365245225	0.293247684528	142|3146	http://www.genome.jp/kegg-bin/show_pathway?hsa03410/hsa:3146%09red/hsa:142%09red
@@Base Excision Repair	Reactome	R-HSA-73884	1	36	0.601999114577	0.647278417608	142	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73884
Resolution of D-loop Structures through Holliday Junction Intermediates	Reactome	R-HSA-5693568	2	33	0.212365245225	0.293247684528	472|672	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693568
Inactivation, recovery and regulation of the phototransduction cascade	Reactome	R-HSA-2514859	2	33	0.212365245225	0.293247684528	5588|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2514859
Sialic acid metabolism	Reactome	R-HSA-4085001	2	33	0.212365245225	0.293247684528	6480|6489	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4085001
5HT2 type receptor mediated signaling pathway	PANTHER	P04374	3	62	0.214670002221	0.29615778799	5584|5588|5578	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04374
Metabolism of ingested SeMet, Sec, MeSec into H2Se	Reactome	R-HSA-2408508	1	9	0.220355128947	0.299866771123	1491	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2408508
Hydrolysis of LPC	Reactome	R-HSA-1483115	1	9	0.220355128947	0.299866771123	5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483115
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	Reactome	R-HSA-2142816	1	9	0.220355128947	0.299866771123	1545	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142816
ATF6-alpha activates chaperone genes	Reactome	R-HSA-381183	1	9	0.220355128947	0.299866771123	3309	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381183
Interleukin-19, 20, 22, 24	Reactome	R-HSA-8854691	1	9	0.220355128947	0.299866771123	50616	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854691
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	Reactome	R-HSA-159763	1	9	0.220355128947	0.299866771123	2147	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159763
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	Reactome	R-HSA-8849469	1	9	0.220355128947	0.299866771123	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8849469
Ca2+ activated K+ channels	Reactome	R-HSA-1296052	1	9	0.220355128947	0.299866771123	3783	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1296052
Glucocorticoid biosynthesis	Reactome	R-HSA-194002	1	9	0.220355128947	0.299866771123	5443	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194002
Degradation of cysteine and homocysteine	Reactome	R-HSA-1614558	1	9	0.220355128947	0.299866771123	1491	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1614558
Organic cation transport	Reactome	R-HSA-549127	1	9	0.220355128947	0.299866771123	861	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-549127
C20 prostanoid biosynthesis	BioCyc	PWY66-374	1	9	0.220355128947	0.299866771123	5743	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-374
heme biosynthesis	BioCyc	PWY-5920	1	9	0.220355128947	0.299866771123	210	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5920
@@Heme biosynthesis	Reactome	R-HSA-189451	1	11	0.25822367448	0.334709616058	210	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-189451
@@Heme biosynthesis	PANTHER	P02746	1	12	0.276463180693	0.350186695545	210	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02746
sphingosine and sphingosine-1-phosphate metabolism	BioCyc	PWY3DJ-11470	1	9	0.220355128947	0.299866771123	8877	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY3DJ-11470
cysteine biosynthesis	BioCyc	PWY-6292	1	9	0.220355128947	0.299866771123	1491	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6292
RNA Polymerase I Promoter Opening	Reactome	R-HSA-73728	3	63	0.221113877687	0.299986052449	5595|3014|3015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73728
The phototransduction cascade	Reactome	R-HSA-2514856	2	34	0.221442069363	0.299986052449	5588|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2514856
DAG and IP3 signaling	Reactome	R-HSA-1489509	2	34	0.221442069363	0.299986052449	1385|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1489509
Bile acid and bile salt metabolism	Reactome	R-HSA-194068	2	34	0.221442069363	0.299986052449	9420|8714	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194068
Resolution of D-Loop Structures	Reactome	R-HSA-5693537	2	34	0.221442069363	0.299986052449	472|672	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693537
Circadian entrainment	KEGG PATHWAY	hsa04713	4	95	0.226666502592	0.306786673031	1385|5595|5594|5578	http://www.genome.jp/kegg-bin/show_pathway?hsa04713/hsa:5578%09red/hsa:5595%09red/hsa:5594%09red/hsa:1385%09red
Alanine, aspartate and glutamate metabolism	KEGG PATHWAY	hsa00250	2	35	0.23054898805	0.311760388346	27165|2744	http://www.genome.jp/kegg-bin/show_pathway?hsa00250/hsa:2744%09red/hsa:27165%09red
Pancreatic secretion	KEGG PATHWAY	hsa04972	4	96	0.231921669597	0.313334316891	5578|5879|1080|387	http://www.genome.jp/kegg-bin/show_pathway?hsa04972/hsa:5578%09red/hsa:1080%09red/hsa:387%09red/hsa:5879%09red
O-linked glycosylation of mucins	Reactome	R-HSA-913709	3	65	0.234113545103	0.316011179137	4585|6480|4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-913709
Vitamin D metabolism and pathway	PANTHER	P04396	1	10	0.239524842354	0.317247131232	7421	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04396
Gamma-carboxylation of protein precursors	Reactome	R-HSA-159740	1	10	0.239524842354	0.317247131232	2147	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159740
Activation of SMO	Reactome	R-HSA-5635838	1	10	0.239524842354	0.317247131232	408	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5635838
HDR through MMEJ (alt-NHEJ)	Reactome	R-HSA-5685939	1	10	0.239524842354	0.317247131232	142	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5685939
FGFRL1 modulation of FGFR1 signaling	Reactome	R-HSA-5658623	1	10	0.239524842354	0.317247131232	2247	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5658623
Alpha-defensins	Reactome	R-HSA-1462054	1	10	0.239524842354	0.317247131232	417	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1462054
Regulation of signaling by NODAL	Reactome	R-HSA-1433617	1	10	0.239524842354	0.317247131232	4838	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1433617
Nuclear Envelope Reassembly	Reactome	R-HSA-2995410	1	10	0.239524842354	0.317247131232	4001	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2995410
Acetylcholine regulates insulin secretion	Reactome	R-HSA-399997	1	10	0.239524842354	0.317247131232	5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399997
Initiation of Nuclear Envelope Reformation	Reactome	R-HSA-2995383	1	10	0.239524842354	0.317247131232	4001	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2995383
FCGR activation	Reactome	R-HSA-2029481	1	10	0.239524842354	0.317247131232	4067	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2029481
Transport of Mature mRNA Derived from an Intronless Transcript	Reactome	R-HSA-159231	1	10	0.239524842354	0.317247131232	1977	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159231
IRAK2 mediated activation of TAK1 complex	Reactome	R-HSA-937042	1	10	0.239524842354	0.317247131232	6885	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937042
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	Reactome	R-HSA-975163	1	10	0.239524842354	0.317247131232	6885	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975163
Hormone ligand-binding receptors	Reactome	R-HSA-375281	1	10	0.239524842354	0.317247131232	2492	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375281
Dectin-2 family	Reactome	R-HSA-5621480	1	10	0.239524842354	0.317247131232	4067	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621480
Calcitonin-like ligand receptors	Reactome	R-HSA-419812	1	10	0.239524842354	0.317247131232	133	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-419812
Negative regulation of activity of TFAP2 (AP-2) family transcription factors	Reactome	R-HSA-8866904	1	10	0.239524842354	0.317247131232	51741	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866904
CMP phosphorylation	BioCyc	PWY-7205	1	10	0.239524842354	0.317247131232	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7205
Gap junction assembly	Reactome	R-HSA-190861	2	36	0.239679045181	0.317247131232	2705|2706	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190861
Striated Muscle Contraction	Reactome	R-HSA-390522	2	36	0.239679045181	0.317247131232	4633|7431	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390522
PLC-gamma1 signalling	Reactome	R-HSA-167021	2	36	0.239679045181	0.317247131232	1385|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167021
Gene Silencing by RNA	Reactome	R-HSA-211000	5	131	0.243567680781	0.322110210442	84944|23405|27161|3014|3015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211000
Neuronal System	Reactome	R-HSA-112316	11	339	0.245512213389	0.324395979135	3783|5594|2319|23136|5578|4193|673|27165|3265|2744|1385	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112316
Primary immunodeficiency	KEGG PATHWAY	hsa05340	2	37	0.248825607803	0.327908022223	8517|3718	http://www.genome.jp/kegg-bin/show_pathway?hsa05340/hsa:8517%09red/hsa:3718%09red
HDR through Single Strand Annealing (SSA)	Reactome	R-HSA-5685938	2	37	0.248825607803	0.327908022223	472|672	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5685938
RNA Polymerase III Transcription Initiation	Reactome	R-HSA-76046	2	37	0.248825607803	0.327908022223	55290|7702	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76046
Assembly of the pre-replicative complex	Reactome	R-HSA-68867	3	68	0.253851230843	0.333944520153	1869|10197|1871	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68867
SIRT1 negatively regulates rRNA Expression	Reactome	R-HSA-427359	3	68	0.253851230843	0.333944520153	23411|3014|3015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427359
Host Interactions with Influenza Factors	Reactome	R-HSA-168253	2	38	0.257982354458	0.334709616058	3838|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168253
De novo pyrimidine ribonucleotides biosythesis	PANTHER	P02740	1	11	0.25822367448	0.334709616058	4830	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02740
Dermatan sulfate biosynthesis	Reactome	R-HSA-2022923	1	11	0.25822367448	0.334709616058	1464	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022923
