##Databases: KEGG DISEASE, OMIM, NHGRI GWAS Catalog
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Chronic Mucocutaneous Candidiasis (CMC)	KEGG DISEASE	H01109	1	5	0.138726036619	0.244890460731	6772	http://www.genome.jp/dbget-bin/www_bget?H01109
Uterine leiomyoma	KEGG DISEASE	H01640	1	5	0.138726036619	0.244890460731	8091	http://www.genome.jp/dbget-bin/www_bget?H01640
Adams-Oliver syndrome (AOS)	KEGG DISEASE	H01413	1	5	0.138726036619	0.244890460731	4851	http://www.genome.jp/dbget-bin/www_bget?H01413
Heparan sulfate proteoglycan gene defects	KEGG DISEASE	H00493	1	5	0.138726036619	0.244890460731	2719	http://www.genome.jp/dbget-bin/www_bget?H00493
Omodysplasia 1	KEGG DISEASE	H00493	1	5	0.138726036619	0.244890460731	2719	http://www.genome.jp/dbget-bin/www_bget?H00493
Emery-Dreifuss muscular dystrophy	KEGG DISEASE	H00563	1	5	0.138726036619	0.244890460731	4000	http://www.genome.jp/dbget-bin/www_bget?H00563
Localized autosomal recessive hypotrichosis	KEGG DISEASE	H00784	1	5	0.138726036619	0.244890460731	7421	http://www.genome.jp/dbget-bin/www_bget?H00784
Spina Bifida	KEGG DISEASE	H00262	1	5	0.138726036619	0.244890460731	81839	http://www.genome.jp/dbget-bin/www_bget?H00262
Primary open angle glaucoma	KEGG DISEASE	H00612	1	5	0.138726036619	0.244890460731	1545	http://www.genome.jp/dbget-bin/www_bget?H00612
IFN-gamma/IL-12 axis	KEGG DISEASE	H00089	1	5	0.138726036619	0.244890460731	6772	http://www.genome.jp/dbget-bin/www_bget?H00089
Hereditary pancreatitis	KEGG DISEASE	H00933	1	5	0.138726036619	0.244890460731	1080	http://www.genome.jp/dbget-bin/www_bget?H00933
Epidermolysis bullosa, generalized atrophic benign	OMIM	226650	1	5	0.138726036619	0.244890460731	3918	http://omim.org/entry/226650
Double-outlet right ventricle	OMIM	217095	1	5	0.138726036619	0.244890460731	2627	http://omim.org/entry/217095
Pancreatitis, idiopathic	OMIM	167800	1	5	0.138726036619	0.244890460731	1080	http://omim.org/entry/167800
Stroke, susceptibility to	OMIM	601367	1	5	0.138726036619	0.244890460731	2147	http://omim.org/entry/601367
Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	6480	None
Adverse response to chemotherapy (neutropenia/leucopenia) (cisplatin)	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	10551	None
Plasma plasminogen activator levels	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	5054	None
Normalized brain volume	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	2309	None
Emphysema-related traits	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	56288	None
Callous-unemotional behaviour	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	7046	None
Pediatric bone mineral content (radius)	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	10447	None
Schizophrenia, bipolar disorder and depression (combined)	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	133	None
Whole-brain volume (Alzheimer's disease interaction)	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	10413	None
Osteoarthritis (hip)	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	8202	None
Parkinson's disease (motor and cognition)	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	4001	None
Response to mTOR inhibitor (everolimus)	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	5090	None
Circulating vasoactive peptide levels	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	133	None
Treatment response for severe sepsis	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	57591	None
Lung cancer (smoking interaction)	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	4088	None
Self-rated health	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	8842	None
Drinking behavior	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	4633	None
Response to platinum-based chemotherapy (cisplatin)	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	5101	None
Male infertility	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	57167	None
Response to platinum-based agents	NHGRI GWAS Catalog		1	5	0.138726036619	0.244890460731	2296	None
Protein quantitative trait loci	NHGRI GWAS Catalog		3	50	0.14140213848	0.24827599914	2059|1401|1272	None
Diastolic blood pressure	NHGRI GWAS Catalog		3	50	0.14140213848	0.24827599914	182|133|5045	None
Telomere length	NHGRI GWAS Catalog		2	25	0.141785349701	0.24827599914	7852|7015	None
Visceral adipose tissue/subcutaneous adipose tissue ratio	NHGRI GWAS Catalog		3	51	0.147154425211	0.24827599914	3667|7161|6862	None
Congenital disorders of ion transport and metabolism	KEGG DISEASE		2	26	0.150328053099	0.24827599914	6513|1080	None
Coronary artery calcification	NHGRI GWAS Catalog		3	53	0.158879781874	0.24827599914	6662|124540|5578	None
Congenital disorders of DNA repair systems	KEGG DISEASE		2	27	0.158969666304	0.24827599914	7157|4072	None
Thyroid hormone levels	NHGRI GWAS Catalog		2	27	0.158969666304	0.24827599914	6662|7422	None
Waist-hip ratio	NHGRI GWAS Catalog		2	27	0.158969666304	0.24827599914	7422|6935	None
Waardenburg syndrome (WS)	KEGG DISEASE	H00759	1	6	0.159900747369	0.24827599914	6591	http://www.genome.jp/dbget-bin/www_bget?H00759
46,XY disorders of sex development (Other)	KEGG DISEASE	H00609	1	6	0.159900747369	0.24827599914	367	http://www.genome.jp/dbget-bin/www_bget?H00609
Epidermolysis bullosa, junctional	KEGG DISEASE	H00586	1	6	0.159900747369	0.24827599914	3918	http://www.genome.jp/dbget-bin/www_bget?H00586
Familial flecked retina syndrome	KEGG DISEASE	H00825	1	6	0.159900747369	0.24827599914	2202	http://www.genome.jp/dbget-bin/www_bget?H00825
Familial amyloidosis	KEGG DISEASE	H00845	1	6	0.159900747369	0.24827599914	2934	http://www.genome.jp/dbget-bin/www_bget?H00845
Metaphyseal dysplasias	KEGG DISEASE	H00479	1	6	0.159900747369	0.24827599914	4318	http://www.genome.jp/dbget-bin/www_bget?H00479
Mismatch repair deficiency	KEGG DISEASE	H00876	1	6	0.159900747369	0.24827599914	4072	http://www.genome.jp/dbget-bin/www_bget?H00876
Idiopathic pulmonary fibrosis	KEGG DISEASE	H01299	1	6	0.159900747369	0.24827599914	7015	http://www.genome.jp/dbget-bin/www_bget?H01299
@@Idiopathic pulmonary fibrosis	NHGRI GWAS Catalog		1	11	0.25822367448	0.320890693588	7015	None
Pulmonary arterial hypertension (PAH)	KEGG DISEASE	H01621	1	6	0.159900747369	0.24827599914	857	http://www.genome.jp/dbget-bin/www_bget?H01621
DNA repair defect	KEGG DISEASE	H00094	1	6	0.159900747369	0.24827599914	472	http://www.genome.jp/dbget-bin/www_bget?H00094
Heterotaxy	KEGG DISEASE	H00632	1	6	0.159900747369	0.24827599914	4838	http://www.genome.jp/dbget-bin/www_bget?H00632
Anaplastic large-cell lymphoma	KEGG DISEASE	H01601	1	6	0.159900747369	0.24827599914	238	http://www.genome.jp/dbget-bin/www_bget?H01601
Alzheimer disease 1, familial	OMIM	104300	1	6	0.159900747369	0.24827599914	5328	http://omim.org/entry/104300
Perioperative myocardial infarction in coronary artery bypass surgery	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	9759	None
Atrioventricular conduction	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	355	None
Response to chemotherapy in breast cancer hypertensive cases (cumulative dose) (bevacizumab)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	7048	None
Sporadic pituitary adenoma	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	10810	None
Glycemic traits	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	4633	None
Blood pressure measurement (high sodium and potassium intervention)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	6299	None
Optic nerve measurement (disc area)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	55384	None
Biomedical quantitative traits	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	10447	None
Chronic obstructive pulmonary disease (severe)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	7042	None
Seasonality	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	6382	None
Age-related macular degeneration (CNV)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	718	None
Metabolite levels (HVA-5-HIAA Factor score)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	9686	None
Prostate cancer (early onset)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	4609	None
Adverse response to chemotherapy (neutropenia/leucopenia) (docetaxel)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	153090	None
Asthma (bronchodilator response)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	5588	None
Electrocardiographic conduction measures	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	1026	None
Response to statins (LDL cholesterol change)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	57214	None
Male fertility	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	5101	None
Non-obstructive azoospermia	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	6660	None
Response to iloperidone treatment (QT prolongation)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	80224	None
Suicide in bipolar disorder	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	3688	None
Monocyte count	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	3394	None
Vascular endothelial growth factor levels	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	7422	None
Hypersomnia (HLA-DQB1*06:02 negative)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	5524	None
Myasthenia gravis	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	8792	None
Response to mTOR inhibitor (rapamycin)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	8850	None
Blood pressure measurement (high sodium intervention)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	60529	None
Cardiac structure and function	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	51741	None
Adolescent idiopathic scoliosis	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	3170	None
Type 2 diabetes (dietary heme iron intake interaction)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	10551	None
Narcolepsy	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	1786	None
Drug-induced liver injury (flucloxacillin)	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	6480	None
Testicular germ cell cancer	NHGRI GWAS Catalog		1	6	0.159900747369	0.24827599914	7015	None
Spinocerebellar ataxia (SCA)	KEGG DISEASE	H00063	2	28	0.167700179039	0.257616019715	6310|51741	http://www.genome.jp/dbget-bin/www_bget?H00063
Activated partial thromboplastin time	NHGRI GWAS Catalog		2	28	0.167700179039	0.257616019715	9370|51720	None
Airflow obstruction	NHGRI GWAS Catalog		2	28	0.167700179039	0.257616019715	5915|51176	None
Primary biliary cirrhosis	NHGRI GWAS Catalog		2	28	0.167700179039	0.257616019715	9966|4790	None
Sudden cardiac arrest	NHGRI GWAS Catalog		2	28	0.167700179039	0.257616019715	25942|2099	None
Verbal declarative memory	NHGRI GWAS Catalog		3	55	0.170878516805	0.260201561991	9420|55966|2115	None
Mean platelet volume	NHGRI GWAS Catalog		3	55	0.170878516805	0.260201561991	4602|2149|948	None
Congenital disorders of metabolism	KEGG DISEASE		19	592	0.1776447096	0.260201561991	6591|2203|210|948|7284|7157|4001|6513|6901|4072|1491|857|229|1950|7421|9370|284119|1080|80224	None
Adrenal carcinoma	KEGG DISEASE	H00033	1	7	0.180555377503	0.260201561991	7157	http://www.genome.jp/dbget-bin/www_bget?H00033
Obsessive-compulsive disorder (OCD)	KEGG DISEASE	H01450	1	7	0.180555377503	0.260201561991	627	http://www.genome.jp/dbget-bin/www_bget?H01450
Combined oxidative phosphorylation deficiency (COXPD)	KEGG DISEASE	H00891	1	7	0.180555377503	0.260201561991	7284	http://www.genome.jp/dbget-bin/www_bget?H00891
Syndromic X-linked mental retardation	KEGG DISEASE	H00658	1	7	0.180555377503	0.260201561991	6658	http://www.genome.jp/dbget-bin/www_bget?H00658
Arthritis (juvenile idiopathic)	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	3480	None
Birth length	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	8091	None
Lipoprotein-associated phospholipase A2 activity change in response to statin therapy	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	9429	None
Forced expiratory volume in 1 second (environmental interaction)	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	5101	None
Intracranial volume	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	2896	None
Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	5460	None
Osteoarthritis biomarkers	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	7099	None
Type 2 diabetes nephropathy	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	8091	None
Menarche and menopause (age at onset)	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	51720	None
Beta-2 microglubulin plasma levels	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	100507436	None
Ovarian reserve	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	3720	None
Metabolite levels (5-HIAA/ MHPG Ratio)	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	8038	None
Antibody level in response to infection	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	7158	None
Adverse response to chemotherapy in breast cancer (alopecia) (cyclophosphamide+doxorubicin+/-5FU)	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	1491	None
Acute lymphoblastic leukemia (B-cell precursor)	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	2625	None
Beta thalassemia/hemoglobin E disease	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	4602	None
Carotid atherosclerosis in HIV infection	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	4771	None
Hirschsprung disease	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	57620	None
Uterine fibroids	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	23410	None
Type 2 diabetes and other traits	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	3667	None
Circulating myeloperoxidase levels (serum)	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	4855	None
Gamma glutamyl transpeptidase	NHGRI GWAS Catalog		1	7	0.180555377503	0.260201561991	4633	None
Response to amphetamines	NHGRI GWAS Catalog		2	30	0.185390004226	0.2655785378	23327|51741	None
Hippocampal atrophy	NHGRI GWAS Catalog		2	30	0.185390004226	0.2655785378	7088|9863	None
Motion sickness	NHGRI GWAS Catalog		2	30	0.185390004226	0.2655785378	1272|7026	None
Testicular germ cell tumor	NHGRI GWAS Catalog		2	31	0.194331393455	0.277069485824	7015|4591	None
IgA nephropathy	NHGRI GWAS Catalog		2	31	0.194331393455	0.277069485824	6480|23569	None
Nephrotic syndrome and focal segmental glomerulosclerosis	KEGG DISEASE	H00626	1	8	0.200702688485	0.277069485824	81	http://www.genome.jp/dbget-bin/www_bget?H00626
Pheochromocytoma	OMIM	171300	1	8	0.200702688485	0.277069485824	7428	http://omim.org/entry/171300
Rheumatoid arthritis, progression of	OMIM	180300	1	8	0.200702688485	0.277069485824	23569	http://omim.org/entry/180300
Response to platinum-based chemotherapy in non-small-cell lung cancer	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	1080	None
Insulin-like growth factors	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	2309	None
Epilepsy	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	4317	None
Response to TNF-alpha inhibitors in rheumatoid arthritis	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	7026	None
Drug-induced Stevens-Johnson syndrome or toxic epidermal necrolysis (SJS/TEN)	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	5460	None
Non-alcoholic fatty liver disease histology (lobular)	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	6489	None
Carotid intima media thickness	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	26018	None
Diffuse large B cell lymphoma	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	4609	None
Hair morphology	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	1950	None
Anthropometric traits	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	51232	None
Response to treatment for acute lymphoblastic leukemia	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	8202	None
Mean arterial pressure (alcohol consumption interaction)	NHGRI GWAS Catalog		1	8	0.200702688485	0.277069485824	8850	None
Anorexia nervosa	NHGRI GWAS Catalog		2	32	0.203325806939	0.280155024065	51741|9686	None
Permanent neonatal diabetes mellitus (PNDM)	KEGG DISEASE	H00512	1	9	0.220355128947	0.294622968703	9451	http://www.genome.jp/dbget-bin/www_bget?H00512
T-B+ Severe combined immunodeficiencies	KEGG DISEASE	H00091	1	9	0.220355128947	0.294622968703	3718	http://www.genome.jp/dbget-bin/www_bget?H00091
Classic complement pathway component defects	KEGG DISEASE	H00102	1	9	0.220355128947	0.294622968703	718	http://www.genome.jp/dbget-bin/www_bget?H00102
Chronic myeloid leukemia	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	2099	None
vWF and FVIII levels	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	1000	None
Rheumatoid arthritis (ACPA-negative)	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	100507436	None
Response to antipsychotic treatment in schizophrenia (reasoning)	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	51741	None
Paget's disease	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	8792	None
Clozapine-induced cytotoxicity	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	51741	None
Bladder cancer (smoking interaction)	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	7430	None
Amino acid levels	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	27165	None
Response to antipsychotic treatment in schizophrenia (working memory)	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	9076	None
End-stage coagulation	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	2152	None
Erythema nodosum in inflammatory bowel disease	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	94234	None
Adverse response to chemotherapy (neutropenia/leucopenia) (carboplatin)	NHGRI GWAS Catalog		1	9	0.220355128947	0.294622968703	26018	None
Dilated cardiomyopathy (DCM)	KEGG DISEASE	H00294	2	35	0.23054898805	0.30573899403	4000|6901	http://www.genome.jp/dbget-bin/www_bget?H00294
Hypothyroidism	NHGRI GWAS Catalog		2	35	0.23054898805	0.30573899403	5781|6347	None
Mercury levels	NHGRI GWAS Catalog		2	35	0.23054898805	0.30573899403	5728|9355	None
46,XY disorders of sex development (Disorders in androgen synthesis or action)	KEGG DISEASE	H00608	1	10	0.239524842354	0.30573899403	367	http://www.genome.jp/dbget-bin/www_bget?H00608
Spinal muscular atrophy (SMA)	KEGG DISEASE	H00455	1	10	0.239524842354	0.30573899403	367	http://www.genome.jp/dbget-bin/www_bget?H00455
Pancreas diseases	KEGG DISEASE		1	10	0.239524842354	0.30573899403	1080	None
Other well-defined immunodeficiency syndromes	KEGG DISEASE	H00107	1	10	0.239524842354	0.30573899403	6774	http://www.genome.jp/dbget-bin/www_bget?H00107
Distal hereditary motor neuropathies (dHMN)	KEGG DISEASE	H00856	1	10	0.239524842354	0.30573899403	3315	http://www.genome.jp/dbget-bin/www_bget?H00856
Interstitial lung disease	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	7015	None
Age-related nuclear cataracts	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	3092	None
Ticagrelor levels in individuals with acute coronary syndromes treated with ticagrelor	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	1577	None
Gambling	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	6310	None
Hematocrit	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	4602	None
Sex hormone levels	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	7157	None
Bipolar disorder (body mass index interaction)	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	51741	None
Progressive supranuclear palsy	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	9451	None
Very long-chain saturated fatty acid levels (fatty acid 22:0)	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	7026	None
Mortality in heart failure	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	55742	None
Metabolite levels (5-HIAA)	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	51741	None
Local histogram emphysema pattern	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	7042	None
Temperament (bipolar disorder)	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	1000	None
Amyotrophic lateral sclerosis (age of onset)	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	9181	None
Complement C3 and C4 levels	NHGRI GWAS Catalog		1	10	0.239524842354	0.30573899403	718	None
Myopia (pathological)	NHGRI GWAS Catalog		2	36	0.239679045181	0.30573899403	654|406907	None
Urate levels in lean individuals	NHGRI GWAS Catalog		2	36	0.239679045181	0.30573899403	9429|2043	None
QT interval	NHGRI GWAS Catalog		3	67	0.247243869374	0.31483258146	857|1387|5578	None
Maturity onset diabetes of the young (MODY)	KEGG DISEASE	H00410	1	11	0.25822367448	0.320890693588	3172	http://www.genome.jp/dbget-bin/www_bget?H00410
Osteogenesis imperfecta	KEGG DISEASE	H00506	1	11	0.25822367448	0.320890693588	5176	http://www.genome.jp/dbget-bin/www_bget?H00506
46,XY disorders of sex development (Disorders of gonadal development)	KEGG DISEASE	H00607	1	11	0.25822367448	0.320890693588	6662	http://www.genome.jp/dbget-bin/www_bget?H00607
Distal muscular dystrophies	KEGG DISEASE	H00594	1	11	0.25822367448	0.320890693588	1410	http://www.genome.jp/dbget-bin/www_bget?H00594
Atopic dermatitis	KEGG DISEASE	H01358	1	11	0.25822367448	0.320890693588	6352	http://www.genome.jp/dbget-bin/www_bget?H01358
@@Atopic dermatitis	NHGRI GWAS Catalog		2	39	0.267143263906	0.329142383174	100507436|3565	None
Primary dystonia	KEGG DISEASE	H00831	1	11	0.25822367448	0.320890693588	6513	http://www.genome.jp/dbget-bin/www_bget?H00831
Tuberculosis, susceptibility to	OMIM	607948	1	11	0.25822367448	0.320890693588	6347	http://omim.org/entry/607948
Proinsulin levels	NHGRI GWAS Catalog		1	11	0.25822367448	0.320890693588	5122	None
Select biomarker traits	NHGRI GWAS Catalog		1	11	0.25822367448	0.320890693588	1401	None
Coffee consumption	NHGRI GWAS Catalog		1	11	0.25822367448	0.320890693588	196	None
Depression (quantitative trait)	NHGRI GWAS Catalog		1	11	0.25822367448	0.320890693588	3688	None
Response to statin therapy (LDL-C)	NHGRI GWAS Catalog		1	11	0.25822367448	0.320890693588	9429	None
Clozapine-induced agranulocytosis	NHGRI GWAS Catalog		3	69	0.260483191544	0.322588103422	100507436|10859|3918	None
Chronic kidney disease	NHGRI GWAS Catalog		3	69	0.260483191544	0.322588103422	9869|58497|7422	None
Parkinson's disease	NHGRI GWAS Catalog		4	102	0.264022476527	0.326411349405	1545|6720|652|152559	None
Inflammatory skin disease	NHGRI GWAS Catalog		3	70	0.267137160213	0.329142383174	6586|4792|79718	None
Response to methotrexate in juvenile idiopathic arthritis	NHGRI GWAS Catalog		2	40	0.276302604203	0.332123821066	9891|1080	None
Alzheimer's disease	NHGRI GWAS Catalog		2	40	0.276302604203	0.332123821066	4314|5076	None
Lung diseases	KEGG DISEASE		1	12	0.276463180693	0.332123821066	7015	None
Hypertensive diseases	KEGG DISEASE		1	12	0.276463180693	0.332123821066	857	None
Lymphoma	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	3720	None
Response to zileuton treatment in asthma (FEV1 change interaction)	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	1235	None
Paclitaxel-induced neuropathy	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	2043	None
Cotinine glucuronidation	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	9314	None
Body mass index (interaction)	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	23405	None
Corneal astigmatism	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	6469	None
Triptolide cytotoxicity	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	7159	None
Ossification of the posterior longitudinal ligament of the spine	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	5744	None
Metabolite levels (Dihydroxy docosatrienoic acid)	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	27122	None
Eye color	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	79805	None
Airway wall thickness	NHGRI GWAS Catalog		1	12	0.276463180693	0.332123821066	9863	None
Congenital disorders of carbohydrate metabolism	KEGG DISEASE		2	41	0.28545492215	0.342356235535	2203|229	None
Muscular diseases	KEGG DISEASE		3	74	0.293922993621	0.344170896237	4000|1410|9531	None
Amyotrophic lateral sclerosis (ALS)	KEGG DISEASE	H00058	1	13	0.294254633071	0.344170896237	283	http://www.genome.jp/dbget-bin/www_bget?H00058
Myocardial infarction, susceptibility to	OMIM	608446	1	13	0.294254633071	0.344170896237	2099	http://omim.org/entry/608446
Platelet aggregation	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	6469	None
Homeostasis model assessment of beta-cell function (interaction)	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	4790	None
Sphingolipid levels	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	6370	None
Breastfeeding duration	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	57504	None
Airway responsiveness in chronic obstructive pulmonary disease	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	5915	None
Alcohol and nictotine co-dependence	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	7182	None
Alcohol consumption	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	4633	None
Response to anti-depressant treatment in major depressive disorder	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	9863	None
Corneal curvature	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	2475	None
Aging	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	94234	None
Caffeine consumption	NHGRI GWAS Catalog		1	13	0.294254633071	0.344170896237	196	None
Urate levels in overweight individuals	NHGRI GWAS Catalog		2	42	0.294595033067	0.344170896237	9429|8614	None
Hypertrophic cardiomyopathy (HCM)	KEGG DISEASE	H00292	1	14	0.31160902734	0.358251142897	4633	http://www.genome.jp/dbget-bin/www_bget?H00292
Infant length	NHGRI GWAS Catalog		1	14	0.31160902734	0.358251142897	8091	None
Subcortical brain region volumes	NHGRI GWAS Catalog		1	14	0.31160902734	0.358251142897	2896	None
Glycemic traits (pregnancy)	NHGRI GWAS Catalog		1	14	0.31160902734	0.358251142897	5122	None
Colorectal cancer (diet interaction)	NHGRI GWAS Catalog		1	14	0.31160902734	0.358251142897	2625	None
