##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Activated NOTCH1 Transmits Signal to the Nucleus	Reactome	R-HSA-2122948	4	30	0.00418624734437	0.0128877920427	102|83737|1272|408	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2122948
Laminin interactions	Reactome	R-HSA-3000157	4	30	0.00418624734437	0.0128877920427	3673|3918|3685|3675	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000157
Ovarian steroidogenesis	KEGG PATHWAY	hsa04913	5	50	0.00433903469676	0.0132601679725	1545|654|2492|3479|5321	http://www.genome.jp/kegg-bin/show_pathway?hsa04913/hsa:2492%09red/hsa:3479%09red/hsa:654%09red/hsa:5321%09red/hsa:1545%09red
Apoptotic execution  phase	Reactome	R-HSA-75153	5	50	0.00433903469676	0.0132601679725	4001|7082|51765|5588|6304	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75153
TNFR2 non-canonical NF-kB pathway	Reactome	R-HSA-5668541	7	97	0.00434482099524	0.0132601679725	10197|8945|8600|6500|8742|9966|8792	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668541
Amyloid fiber formation	Reactome	R-HSA-977225	7	97	0.00434482099524	0.0132601679725	6478|8239|6477|4878|3014|3015|5045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977225
Organelle biogenesis and maintenance	Reactome	R-HSA-1852241	15	339	0.00445407275353	0.013564238839	5310|7284|10891|79718|5563|60412|23265|4209|23410|1385|8841|2101|1387|22897|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1852241
Inflammatory mediator regulation of TRP channels	KEGG PATHWAY	hsa04750	7	98	0.00457865928451	0.0139135982568	5029|8503|5295|3479|5588|5321|79054	http://www.genome.jp/kegg-bin/show_pathway?hsa04750/hsa:5029%09red/hsa:8503%09red/hsa:5321%09red/hsa:79054%09red/hsa:3479%09red/hsa:5588%09red/hsa:5295%09red
Thrombin signalling through proteinase activated receptors (PARs)	Reactome	R-HSA-456926	4	31	0.00465449416971	0.0140833407281	2147|10672|2149|408	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-456926
TGF-beta receptor signaling activates SMADs	Reactome	R-HSA-2173789	4	31	0.00465449416971	0.0140833407281	23327|5045|64750|7048	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173789
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	KEGG PATHWAY	hsa05412	6	74	0.00478728971794	0.0144541295552	4000|3694|3685|3673|81|3675	http://www.genome.jp/kegg-bin/show_pathway?hsa05412/hsa:3675%09red/hsa:4000%09red/hsa:3673%09red/hsa:3685%09red/hsa:3694%09red/hsa:81%09red
Plasminogen activating cascade	PANTHER	P00050	3	15	0.00484854207726	0.0145456262318	5054|4312|5328	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00050
Signaling by cytosolic FGFR1 fusion mutants	Reactome	R-HSA-1839117	3	15	0.00484854207726	0.0145456262318	5295|9208|6772	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1839117
Ligand-dependent caspase activation	Reactome	R-HSA-140534	3	15	0.00484854207726	0.0145456262318	929|8743|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140534
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Reactome	R-HSA-168643	5	52	0.00505927717402	0.0151456068267	9051|8517|114548|7295|83737	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168643
Phagosome	KEGG PATHWAY	hsa04145	9	155	0.00509262304506	0.0152131324016	9902|948|718|3685|7099|929|27035|1514|3673	http://www.genome.jp/kegg-bin/show_pathway?hsa04145/hsa:1514%09red/hsa:7099%09red/hsa:3673%09red/hsa:3685%09red/hsa:718%09red/hsa:948%09red/hsa:27035%09red/hsa:9902%09red/hsa:929%09red
DNA Repair	Reactome	R-HSA-73894	14	311	0.0051076213382	0.0152256788306	8914|7158|3838|3014|322|2033|672|8451|7415|9025|51720|86|10459|23030	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73894
EPHA-mediated growth cone collapse	Reactome	R-HSA-3928663	4	32	0.00515669101349	0.0152750721198	2046|2043|4067|1969	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928663
Signaling by Robo receptor	Reactome	R-HSA-376176	4	32	0.00515669101349	0.0152750721198	5217|57144|10298|998	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-376176
S Phase	Reactome	R-HSA-69242	8	128	0.00536132183062	0.0158479324553	10197|1026|595|9126|6502|6500|5925|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69242
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	Reactome	R-HSA-427389	6	76	0.00539992331537	0.0159286440893	53615|3014|3015|3066|3065|10919	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427389
Synthesis, secretion, and deacylation of Ghrelin	Reactome	R-HSA-422085	3	16	0.00567496995849	0.0166010531981	2688|3479|5122	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422085
MAP3K8 (TPL2)-dependent MAPK1/3 activation	Reactome	R-HSA-5684264	3	16	0.00567496995849	0.0166010531981	8517|6500|8945	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5684264
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	Reactome	R-HSA-2173791	3	16	0.00567496995849	0.0166010531981	50848|7048|50855	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173791
CRMPs in Sema3A signaling	Reactome	R-HSA-399956	3	16	0.00567496995849	0.0166010531981	8829|1400|1020	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399956
TRAF6 mediated IRF7 activation	Reactome	R-HSA-933541	4	33	0.00569390016054	0.016621944568	4615|29110|1387|2033	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-933541
Oxytocin signaling pathway	KEGG PATHWAY	hsa04921	9	158	0.00572100331673	0.0166492215388	8503|1026|595|5295|5562|5563|2002|5321|3725	http://www.genome.jp/kegg-bin/show_pathway?hsa04921/hsa:1026%09red/hsa:8503%09red/hsa:5321%09red/hsa:595%09red/hsa:3725%09red/hsa:5295%09red/hsa:2002%09red/hsa:5562%09red/hsa:5563%09red
Meiotic synapsis	Reactome	R-HSA-1221632	6	77	0.00572685989101	0.0166492215388	9126|4001|672|3015|3014|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1221632
Glucose metabolism	Reactome	R-HSA-70326	6	79	0.00642370598997	0.0186366778721	2597|2203|229|2023|3099|2821	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70326
Tie2 Signaling	Reactome	R-HSA-210993	3	17	0.00658066748218	0.0189362064283	5295|6464|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210993
Inflammasomes	Reactome	R-HSA-622312	3	17	0.00658066748218	0.0189362064283	114548|7295|9051	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-622312
Platelet sensitization by LDL	Reactome	R-HSA-432142	3	17	0.00658066748218	0.0189362064283	5781|5777|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432142
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	Reactome	R-HSA-5676594	3	17	0.00658066748218	0.0189362064283	8792|8742|8600	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676594
NoRC negatively regulates rRNA expression	Reactome	R-HSA-427413	7	106	0.00680592591724	0.0195445123082	1789|3014|3015|1786|3065|25942|3066	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427413
Prion diseases	KEGG PATHWAY	hsa05020	4	35	0.00687745309571	0.0197097741158	2002|3569|6352|3309	http://www.genome.jp/kegg-bin/show_pathway?hsa05020/hsa:6352%09red/hsa:3569%09red/hsa:3309%09red/hsa:2002%09red
Peptide hormone metabolism	Reactome	R-HSA-2980736	6	81	0.00718014989826	0.020535519993	5443|3479|60412|23265|2688|5122	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980736
IRS activation	Reactome	R-HSA-74713	2	5	0.00747774859487	0.0210451607161	8660|3667	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74713
Defective LFNG causes SCDO3	Reactome	R-HSA-5083630	2	5	0.00747774859487	0.0210451607161	4855|4854	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5083630
Abacavir transmembrane transport	Reactome	R-HSA-2161517	2	5	0.00747774859487	0.0210451607161	9429|5243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2161517
WNT5A-dependent internalization of FZD2, FZD5 and ROR2	Reactome	R-HSA-5140745	2	5	0.00747774859487	0.0210451607161	2535|4919	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5140745
CD22 mediated BCR regulation	Reactome	R-HSA-5690714	2	5	0.00747774859487	0.0210451607161	4067|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5690714
G2 Phase	Reactome	R-HSA-68911	2	5	0.00747774859487	0.0210451607161	1869|1871	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68911
TFAP2 (AP-2) family regulates transcription of cell cycle factors	Reactome	R-HSA-8866911	2	5	0.00747774859487	0.0210451607161	1026|10765	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866911
Fructose catabolism	Reactome	R-HSA-70350	2	5	0.00747774859487	0.0210451607161	216|229	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70350
Regulation of gene expression in beta cells	Reactome	R-HSA-210745	3	18	0.00756743307681	0.0211265337673	208|4825|3170	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210745
Pre-NOTCH Processing in Golgi	Reactome	R-HSA-1912420	3	18	0.00756743307681	0.0211265337673	5045|4854|4855	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912420
Ephrin signaling	Reactome	R-HSA-3928664	3	18	0.00756743307681	0.0211265337673	1948|2048|2049	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928664
ECM-receptor interaction	KEGG PATHWAY	hsa04512	6	82	0.00758157878459	0.0211265337673	948|3694|3685|3918|3673|3675	http://www.genome.jp/kegg-bin/show_pathway?hsa04512/hsa:3675%09red/hsa:3918%09red/hsa:3685%09red/hsa:3673%09red/hsa:948%09red/hsa:3694%09red
Degradation of beta-catenin by the destruction complex	Reactome	R-HSA-195253	6	82	0.00758157878459	0.0211265337673	10197|8945|7088|6500|3065|10023	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195253
DNA Double-Strand Break Repair	Reactome	R-HSA-5693532	9	166	0.00769051957306	0.0213878354991	7158|3838|3014|322|672|8914|9025|51720|23030	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693532
RNA Polymerase I Promoter Clearance	Reactome	R-HSA-73854	7	109	0.00781991574988	0.0217048842664	53615|3014|3015|3066|3065|8850|10919	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73854
ER-Phagosome pathway	Reactome	R-HSA-1236974	6	83	0.00799893308654	0.0221581446995	8517|948|10197|7099|929|4615	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236974
Non-integrin membrane-ECM interactions	Reactome	R-HSA-3000171	5	59	0.00824571287784	0.0227969708976	3673|3918|780|3685|59277	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000171
Cell Cycle Checkpoints	Reactome	R-HSA-69620	10	200	0.00860327551006	0.0236925651412	10197|1026|7158|4194|4193|3014|672|9025|51720|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69620
Axon guidance mediated by semaphorins	PANTHER	P00007	3	19	0.00863686417203	0.0236925651412	8829|1400|1020	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00007
Signaling by NODAL	Reactome	R-HSA-1181150	3	19	0.00863686417203	0.0236925651412	2309|4838|5045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1181150
SHC-mediated cascade:FGFR4	Reactome	R-HSA-5654719	3	19	0.00863686417203	0.0236925651412	9965|2254|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654719
Degradation of GLI2 by the proteasome	Reactome	R-HSA-5610783	5	60	0.00879277672606	0.0240267736119	10197|2736|6500|8945|51684	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610783
SCF(Skp2)-mediated degradation of p27/p21	Reactome	R-HSA-187577	5	60	0.00879277672606	0.0240267736119	6502|1026|6500|595|10197	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187577
Integrin cell surface interactions	Reactome	R-HSA-216083	6	85	0.0088827679439	0.0242257307561	3694|3685|3673|3675|50848|682	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-216083
Molecules associated with elastic fibres	Reactome	R-HSA-2129379	4	38	0.00894014617269	0.0242882583882	2202|3694|4052|3685	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2129379
Association of TriC/CCT with target proteins during biosynthesis	Reactome	R-HSA-390471	4	38	0.00894014617269	0.0242882583882	8841|22803|8877|55294	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390471
Hedgehog 'off' state	Reactome	R-HSA-5610787	7	113	0.00933987567112	0.0253254321082	2735|2736|8945|10197|6500|83737|51684	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610787
Formyltetrahydroformate biosynthesis	PANTHER	P02743	2	6	0.00984205285001	0.0263326271699	7298|10797	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02743
SUMO is proteolytically processed	Reactome	R-HSA-3065679	2	6	0.00984205285001	0.0263326271699	59343|29843	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3065679
Acyl chain remodeling of CL	Reactome	R-HSA-1482798	2	6	0.00984205285001	0.0263326271699	6901|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1482798
Uptake and function of anthrax toxins	Reactome	R-HSA-5210891	2	6	0.00984205285001	0.0263326271699	5045|10015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5210891
Fibronectin matrix formation	Reactome	R-HSA-1566977	2	6	0.00984205285001	0.0263326271699	634|4680	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1566977
Pre-NOTCH Processing in the Endoplasmic Reticulum	Reactome	R-HSA-1912399	2	6	0.00984205285001	0.0263326271699	4855|4854	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912399
MAPK6/MAPK4 signaling	Reactome	R-HSA-5687128	6	88	0.0103363329944	0.0276027074284	2309|10197|8202|998|27161|3725	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5687128
VxPx cargo-targeting to cilium	Reactome	R-HSA-5620916	3	21	0.0110291618116	0.0291765819031	60412|23265|5310	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5620916
Nephrin interactions	Reactome	R-HSA-373753	3	21	0.0110291618116	0.0291765819031	9863|5295|81	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373753
EGFR downregulation	Reactome	R-HSA-182971	3	21	0.0110291618116	0.0291765819031	10253|10252|998	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-182971
CTLA4 inhibitory signaling	Reactome	R-HSA-389513	3	21	0.0110291618116	0.0291765819031	208|4067|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389513
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	Reactome	R-HSA-381426	3	21	0.0110291618116	0.0291765819031	2147|4312|3479	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381426
DNA methylation	Reactome	R-HSA-5334118	5	65	0.011906470304	0.0314384328251	1789|3015|1786|3014|29128	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5334118
Initial triggering of complement	Reactome	R-HSA-166663	3	22	0.0123542984626	0.0324991806571	1401|2220|718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166663
CD28 dependent PI3K/Akt signaling	Reactome	R-HSA-389357	3	22	0.0123542984626	0.0324991806571	208|8503|5295	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389357
Fructose metabolism	Reactome	R-HSA-5652084	2	7	0.0124915305152	0.0327074672523	216|229	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5652084
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Reactome	R-HSA-210744	2	7	0.0124915305152	0.0327074672523	50674|3280	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210744
Vascular smooth muscle contraction	KEGG PATHWAY	hsa04270	7	120	0.0125030672688	0.0327074672523	59|10672|5321|5588|72|23365|185	http://www.genome.jp/kegg-bin/show_pathway?hsa04270/hsa:5321%09red/hsa:5588%09red/hsa:59%09red/hsa:23365%09red/hsa:10672%09red/hsa:185%09red/hsa:72%09red
Sphingolipid signaling pathway	KEGG PATHWAY	hsa04071	7	121	0.0130108562343	0.0339727912784	8503|8877|10672|5295|253782|208|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa04071/hsa:8503%09red/hsa:5295%09red/hsa:208%09red/hsa:8877%09red/hsa:5970%09red/hsa:10672%09red/hsa:253782%09red
RHO GTPases activate PKNs	Reactome	R-HSA-5625740	6	93	0.0131214277954	0.0341981759547	3014|3015|23028|388|389|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5625740
Negative regulation of FGFR3 signaling	Reactome	R-HSA-5654732	3	23	0.0137666574698	0.0355512583011	10253|2254|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654732
RHO GTPases activate PAKs	Reactome	R-HSA-5627123	3	23	0.0137666574698	0.0355512583011	2316|998|4771	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5627123
Signaling by BMP	Reactome	R-HSA-201451	3	23	0.0137666574698	0.0355512583011	6497|64750|11167	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201451
PD-1 signaling	Reactome	R-HSA-389948	3	23	0.0137666574698	0.0355512583011	5133|5781|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389948
mTORC1-mediated signalling	Reactome	R-HSA-166208	3	23	0.0137666574698	0.0355512583011	1977|6198|1981	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166208
Oocyte meiosis	KEGG PATHWAY	hsa04114	7	123	0.014070572247	0.036265848635	8945|9126|6500|3479|8243|10459|7532	http://www.genome.jp/kegg-bin/show_pathway?hsa04114/hsa:7532%09red/hsa:3479%09red/hsa:6500%09red/hsa:8945%09red/hsa:10459%09red/hsa:8243%09red/hsa:9126%09red
Regulation of RAS by GAPs	Reactome	R-HSA-5658442	5	68	0.0140948120936	0.036265848635	5921|10197|8452|153090|9462	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5658442
Ubiquitin proteasome pathway	PANTHER	P00060	4	44	0.0141858030295	0.0363672404939	83737|64750|4193|9690	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00060
Complement cascade	Reactome	R-HSA-166658	4	44	0.0141858030295	0.0363672404939	1401|2220|728|718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166658
G2/M DNA damage checkpoint	Reactome	R-HSA-69473	6	95	0.0143696619732	0.0367717302761	7158|672|3014|9025|51720|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69473
G2/M Transition	Reactome	R-HSA-69275	9	185	0.014409044434	0.036805711326	10197|1026|8945|6500|2033|84962|4605|22897|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69275
Nonhomologous End-Joining (NHEJ)	Reactome	R-HSA-5693571	5	69	0.0148803565907	0.0379408730432	9025|51720|672|3014|7158	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693571
ABC transporters	KEGG PATHWAY	hsa02010	4	45	0.0152141616777	0.0386470658033	9429|8714|5243|1080	http://www.genome.jp/kegg-bin/show_pathway?hsa02010/hsa:9429%09red/hsa:5243%09red/hsa:1080%09red/hsa:8714%09red
Nuclear Events (kinase and transcription factor activation)	Reactome	R-HSA-198725	3	24	0.0152669614556	0.0386470658033	2002|1385|4205	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198725
Endogenous sterols	Reactome	R-HSA-211976	3	24	0.0152669614556	0.0386470658033	5443|9420|1545	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211976
Regulation of IFNA signaling	Reactome	R-HSA-912694	3	24	0.0152669614556	0.0386470658033	9021|5781|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912694
Pentose phosphate pathway	PANTHER	P02762	2	8	0.0154141853258	0.0387415353108	3099|2821	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02762
@@Pentose phosphate pathway	KEGG PATHWAY	hsa00030	3	29	0.0241027815906	0.0563597380476	2203|2821|229	http://www.genome.jp/kegg-bin/show_pathway?hsa00030/hsa:2821%09red/hsa:229%09red/hsa:2203%09red
Cross-presentation of particulate exogenous antigens (phagosomes)	Reactome	R-HSA-1236973	2	8	0.0154141853258	0.0387415353108	3685|948	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236973
AMPK inhibits chREBP transcriptional activation activity	Reactome	R-HSA-163680	2	8	0.0154141853258	0.0387415353108	9370|5563	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163680
MAPK1 (ERK2) activation	Reactome	R-HSA-112411	2	8	0.0154141853258	0.0387415353108	3569|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112411
RIG-I-like receptor signaling pathway	KEGG PATHWAY	hsa04622	5	70	0.0156946636402	0.0393762913392	8517|29110|5970|3576|4792	http://www.genome.jp/kegg-bin/show_pathway?hsa04622/hsa:29110%09red/hsa:8517%09red/hsa:4792%09red/hsa:5970%09red/hsa:3576%09red
G alpha (q) signalling events	Reactome	R-HSA-416476	9	189	0.016250577044	0.0406986032542	5029|8503|5295|11343|56413|5588|2147|185|2149	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416476
Carbohydrate digestion and absorption	KEGG PATHWAY	hsa04973	4	46	0.0162883018286	0.0407207545714	208|8503|3099|5295	http://www.genome.jp/kegg-bin/show_pathway?hsa04973/hsa:208%09red/hsa:8503%09red/hsa:3099%09red/hsa:5295%09red
Processing of DNA double-strand break ends	Reactome	R-HSA-5693607	6	98	0.0163933016145	0.0409107173033	7158|672|3014|8914|9025|51720	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693607
Downregulation of TGF-beta receptor signaling	Reactome	R-HSA-2173788	3	25	0.0168557820438	0.0417691611279	23327|64750|7048	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173788
Caspase activation via extrinsic apoptotic signalig pathway	Reactome	R-HSA-5357769	3	25	0.0168557820438	0.0417691611279	929|8743|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357769
G0 and Early G1	Reactome	R-HSA-1538133	3	25	0.0168557820438	0.0417691611279	1869|4605|3065	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1538133
IKK complex recruitment mediated by RIP1	Reactome	R-HSA-937041	3	25	0.0168557820438	0.0417691611279	8517|929|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937041
Interferon Signaling	Reactome	R-HSA-913531	9	191	0.0172333833852	0.0426299483739	3394|1981|1977|3838|6772|55223|5781|9021|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-913531
PPAR signaling pathway	KEGG PATHWAY	hsa03320	5	72	0.0174111931102	0.0429943647731	10062|9370|4312|51129|948	http://www.genome.jp/kegg-bin/show_pathway?hsa03320/hsa:4312%09red/hsa:10062%09red/hsa:51129%09red/hsa:948%09red/hsa:9370%09red
RHO GTPases Activate Formins	Reactome	R-HSA-5663220	7	129	0.0176181823047	0.0434294354014	6249|998|1856|332|5217|388|389	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663220
CLEC7A (Dectin-1) signaling	Reactome	R-HSA-5607764	6	100	0.0178465892446	0.0439156908114	8517|8945|10197|6500|5970|4792	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5607764
Basigin interactions	Reactome	R-HSA-210991	3	26	0.0185335471971	0.0449036217124	4312|682|3675	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210991
Insulin processing	Reactome	R-HSA-264876	3	26	0.0185335471971	0.0449036217124	60412|23265|5122	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-264876
Negative regulation of FGFR1 signaling	Reactome	R-HSA-5654726	3	26	0.0185335471971	0.0449036217124	10253|2254|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654726
TP53 Regulates Transcription of Cell Cycle Genes	Reactome	R-HSA-6791312	4	48	0.0185761939282	0.0449036217124	3276|1869|1026|2033	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6791312
Netrin mediated repulsion signals	Reactome	R-HSA-418886	2	9	0.0185983794894	0.0449036217124	9423|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418886
Small interfering RNA (siRNA) biogenesis	Reactome	R-HSA-426486	2	9	0.0185983794894	0.0449036217124	23405|27161	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-426486
CHL1 interactions	Reactome	R-HSA-447041	2	9	0.0185983794894	0.0449036217124	3673|8829	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447041
Processing and activation of SUMO	Reactome	R-HSA-3215018	2	9	0.0185983794894	0.0449036217124	59343|29843	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3215018
