##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Signal transduction by L1	Reactome	R-HSA-445144	2	20	0.00115639572335	0.00376235791683	3678|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445144
Hematopoietic cell lineage	KEGG PATHWAY	hsa04640	3	88	0.00121007634128	0.00390038560235	3589|3678|3569	http://www.genome.jp/kegg-bin/show_pathway?hsa04640/hsa:3569%09red/hsa:3589%09red/hsa:3678%09red
Cell junction organization	Reactome	R-HSA-446728	3	88	0.00121007634128	0.00390038560235	1366|2316|999	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446728
NOTCH2 Activation and Transmission of Signal to the Nucleus	Reactome	R-HSA-2979096	2	21	0.00126464919272	0.00403871838966	102|182	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2979096
EGFR downregulation	Reactome	R-HSA-182971	2	21	0.00126464919272	0.00403871838966	10253|10252	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-182971
DAP12 interactions	Reactome	R-HSA-2172127	5	345	0.00127373219749	0.00404906611405	2475|5747|5594|207|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2172127
Formation of the beta-catenin:TCF transactivating complex	Reactome	R-HSA-201722	3	90	0.00128831786937	0.004076731888	1499|7015|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201722
Regulation of TP53 Activity through Phosphorylation	Reactome	R-HSA-6804756	3	91	0.00132860412082	0.00418510298057	7157|6794|5562	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804756
Fc epsilon receptor (FCERI) signaling	Reactome	R-HSA-2454202	5	350	0.00135579272636	0.00425142244058	2475|5747|5594|207|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2454202
RAF-independent MAPK1/3 activation	Reactome	R-HSA-112409	2	22	0.00137757037454	0.00428096981862	3569|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112409
CD28 dependent PI3K/Akt signaling	Reactome	R-HSA-389357	2	22	0.00137757037454	0.00428096981862	2475|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389357
NF-kappa B signaling pathway	KEGG PATHWAY	hsa04064	3	93	0.00141153636003	0.00436694061384	6387|3576|7099	http://www.genome.jp/kegg-bin/show_pathway?hsa04064/hsa:7099%09red/hsa:6387%09red/hsa:3576%09red
GPCR downstream signaling	Reactome	R-HSA-388396	8	940	0.00148732191144	0.00454443218155	6352|207|10672|3576|7852|6387|2149|6364	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388396
Regulation of TP53 Activity through Acetylation	Reactome	R-HSA-6804758	2	23	0.0014951378606	0.00454443218155	7157|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804758
Negative regulation of FGFR3 signaling	Reactome	R-HSA-5654732	2	23	0.0014951378606	0.00454443218155	10253|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654732
Signaling by BMP	Reactome	R-HSA-201451	2	23	0.0014951378606	0.00454443218155	4092|650	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201451
Constitutive Signaling by AKT1 E17K in Cancer	Reactome	R-HSA-5674400	2	24	0.00161733031427	0.0048730865556	2475|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5674400
HSF1-dependent transactivation	Reactome	R-HSA-3371571	2	24	0.00161733031427	0.0048730865556	1410|2475	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371571
Downregulation of TGF-beta receptor signaling	Reactome	R-HSA-2173788	2	25	0.00174412647027	0.00523237941081	4092|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173788
WNT ligand biogenesis and trafficking	Reactome	R-HSA-3238698	2	26	0.00187550513446	0.00557821913381	89780|7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3238698
Negative regulation of FGFR1 signaling	Reactome	R-HSA-5654726	2	26	0.00187550513446	0.00557821913381	10253|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654726
T cell receptor signaling pathway	KEGG PATHWAY	hsa04660	3	105	0.00197752974773	0.00581364705274	57144|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04660/hsa:57144%09red/hsa:5594%09red/hsa:207%09red
Syndecan interactions	Reactome	R-HSA-3000170	2	27	0.00201144518361	0.00581364705274	2335|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000170
Negative regulation of FGFR4 signaling	Reactome	R-HSA-5654733	2	27	0.00201144518361	0.00581364705274	10253|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654733
PI-3K cascade:FGFR4	Reactome	R-HSA-5654720	3	106	0.00203016246286	0.00581364705274	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654720
PI-3K cascade:FGFR3	Reactome	R-HSA-5654710	3	106	0.00203016246286	0.00581364705274	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654710
PI-3K cascade:FGFR1	Reactome	R-HSA-5654689	3	106	0.00203016246286	0.00581364705274	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654689
PIP3 activates AKT signaling	Reactome	R-HSA-1257604	3	106	0.00203016246286	0.00581364705274	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1257604
PI-3K cascade:FGFR2	Reactome	R-HSA-5654695	3	106	0.00203016246286	0.00581364705274	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654695
PI3K events in ERBB4 signaling	Reactome	R-HSA-1250342	3	106	0.00203016246286	0.00581364705274	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1250342
MAPK1/MAPK3 signaling	Reactome	R-HSA-5684996	4	231	0.00210911974805	0.00601324361583	5747|3569|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5684996
Apoptosis signaling pathway	PANTHER	P00006	3	108	0.00213802807088	0.00601324361583	7157|5594|207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00006
Signaling by Leptin	Reactome	R-HSA-2586552	4	232	0.00214178492264	0.00601324361583	6774|5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2586552
Dorso-ventral axis formation	KEGG PATHWAY	hsa04320	2	28	0.00215192556526	0.00601324361583	5594|4851	http://www.genome.jp/kegg-bin/show_pathway?hsa04320/hsa:5594%09red/hsa:4851%09red
Negative regulation of FGFR2 signaling	Reactome	R-HSA-5654727	2	28	0.00215192556526	0.00601324361583	10253|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654727
VEGFR2 mediated vascular permeability	Reactome	R-HSA-5218920	2	28	0.00215192556526	0.00601324361583	2475|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218920
GAB1 signalosome	Reactome	R-HSA-180292	3	109	0.00219327087078	0.00607974685379	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180292
PI3K/AKT activation	Reactome	R-HSA-198203	3	109	0.00219327087078	0.00607974685379	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198203
Regulation of beta-cell development	Reactome	R-HSA-186712	2	29	0.00229692529743	0.00629157798862	4851|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186712
Pre-NOTCH Transcription and Translation	Reactome	R-HSA-1912408	2	29	0.00229692529743	0.00629157798862	7157|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912408
Activation of BH3-only proteins	Reactome	R-HSA-114452	2	29	0.00229692529743	0.00629157798862	7157|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-114452
Oncogene Induced Senescence	Reactome	R-HSA-2559585	2	30	0.00244642346847	0.00667469080178	7157|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559585
Role of LAT2/NTAL/LAB on calcium mobilization	Reactome	R-HSA-2730905	3	114	0.00248277881013	0.00674731653105	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2730905
L1CAM interactions	Reactome	R-HSA-373760	3	115	0.00254337241185	0.00688498859928	3678|5594|2048	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373760
Disassembly of the destruction complex and recruitment of AXIN to the membrane	Reactome	R-HSA-4641262	2	31	0.00260039923684	0.00695782498505	89780|1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641262
CD28 co-stimulation	Reactome	R-HSA-389356	2	31	0.00260039923684	0.00695782498505	2475|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389356
TGF-beta receptor signaling activates SMADs	Reactome	R-HSA-2173789	2	31	0.00260039923684	0.00695782498505	4092|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173789
Signaling by NOTCH2	Reactome	R-HSA-1980145	2	32	0.00275883183087	0.00726946942508	102|182	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980145
EPHA-mediated growth cone collapse	Reactome	R-HSA-3928663	2	32	0.00275883183087	0.00726946942508	2043|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928663
Signaling by Robo receptor	Reactome	R-HSA-376176	2	32	0.00275883183087	0.00726946942508	5217|57144	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-376176
RHO GTPases activate IQGAPs	Reactome	R-HSA-5626467	2	32	0.00275883183087	0.00726946942508	1499|999	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5626467
Neurotrophin signaling pathway	KEGG PATHWAY	hsa04722	3	120	0.00286005410048	0.00750764201377	7157|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04722/hsa:5594%09red/hsa:207%09red/hsa:7157%09red
Oxidative Stress Induced Senescence	Reactome	R-HSA-2559580	3	122	0.00299320986512	0.00782752617558	7157|5594|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559580
Transcriptional regulation of pluripotent stem cells	Reactome	R-HSA-452723	2	34	0.00308898475767	0.00801747729239	6774|5460	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-452723
Signaling by WNT in cancer	Reactome	R-HSA-4791275	2	34	0.00308898475767	0.00801747729239	89780|1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4791275
RHO GTPases Activate WASPs and WAVEs	Reactome	R-HSA-5663213	2	35	0.0032606638948	0.00843149283246	5594|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663213
Apoptotic cleavage of cellular proteins	Reactome	R-HSA-111465	2	36	0.00343671746595	0.00885369964276	999|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111465
MAPK family signaling cascades	Reactome	R-HSA-5683057	4	269	0.00361071708575	0.00924969615058	5747|3569|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683057
Nuclear signaling by ERBB4	Reactome	R-HSA-1251985	2	37	0.0036171250459	0.00924969615058	6387|6868	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1251985
Osteoclast differentiation	KEGG PATHWAY	hsa04380	3	132	0.00371600994653	0.00946762828289	5594|207|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa04380/hsa:5594%09red/hsa:207%09red/hsa:7040%09red
Association of TriC/CCT with target proteins during biosynthesis	Reactome	R-HSA-390471	2	38	0.00380186627814	0.00965089132143	7157|6774	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390471
MAP2K and MAPK activation	Reactome	R-HSA-5674135	2	39	0.00399092087462	0.0100938254238	5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5674135
Tight junction	KEGG PATHWAY	hsa04530	3	139	0.0042800292043	0.0107856735948	1366|1499|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04530/hsa:1366%09red/hsa:207%09red/hsa:1499%09red
EPHB-mediated forward signaling	Reactome	R-HSA-3928662	2	41	0.00438188934932	0.0109231989895	2048|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928662
Netrin-1 signaling	Reactome	R-HSA-373752	2	41	0.00438188934932	0.0109231989895	7224|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373752
Metabolism of proteins	Reactome	R-HSA-392499	9	1378	0.00444659853094	0.0110447769962	4092|7157|114548|3576|3014|6774|3091|7040|4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392499
Intrinsic Pathway for Apoptosis	Reactome	R-HSA-109606	2	42	0.00458376299203	0.0113448134053	7157|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109606
TP53 Regulates Transcription of Cell Death Genes	Reactome	R-HSA-5633008	2	44	0.00500018900734	0.0123314269825	7157|10397	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5633008
NOTCH1 Intracellular Domain Regulates Transcription	Reactome	R-HSA-2122947	2	45	0.00521470154991	0.0127695695197	3091|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2122947
Pre-NOTCH Expression and Processing	Reactome	R-HSA-1912422	2	45	0.00521470154991	0.0127695695197	7157|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912422
Type II diabetes mellitus	KEGG PATHWAY	hsa04930	2	48	0.00588319974583	0.0143558359995	2475|5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04930/hsa:2475%09red/hsa:5594%09red
Gene Expression	Reactome	R-HSA-74160	10	1719	0.00609154432382	0.0148120709348	4092|2475|207|7157|6794|5562|4904|3014|10397|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74160
Apoptotic execution  phase	Reactome	R-HSA-75153	2	50	0.00634946904171	0.0153852519088	999|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75153
Alzheimer's disease	KEGG PATHWAY	hsa05010	3	168	0.00715430402752	0.0172750267982	102|6868|5594	http://www.genome.jp/kegg-bin/show_pathway?hsa05010/hsa:6868%09red/hsa:5594%09red/hsa:102%09red
Downstream signaling events of B Cell Receptor (BCR)	Reactome	R-HSA-1168372	3	177	0.00823015174429	0.0198038026347	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1168372
Regulation of actin dynamics for phagocytic cup formation	Reactome	R-HSA-2029482	2	58	0.00837600852946	0.0200850308336	5594|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2029482
Non-integrin membrane-ECM interactions	Reactome	R-HSA-3000171	2	59	0.00864717361742	0.0206637631616	2335|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000171
Long-term depression	KEGG PATHWAY	hsa04730	2	60	0.00892224148815	0.0212478122037	10672|5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04730/hsa:5594%09red/hsa:10672%09red
Ca2+ pathway	Reactome	R-HSA-4086398	2	61	0.00920119331024	0.0217625493652	1499|7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4086398
Cell-cell junction organization	Reactome	R-HSA-421270	2	61	0.00920119331024	0.0217625493652	1366|999	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-421270
Herpes simplex infection	KEGG PATHWAY	hsa05168	3	186	0.00939628168529	0.0221483782582	7157|3569|6352	http://www.genome.jp/kegg-bin/show_pathway?hsa05168/hsa:3569%09red/hsa:6352%09red/hsa:7157%09red
Cytosolic DNA-sensing pathway	KEGG PATHWAY	hsa04623	2	64	0.0100611651295	0.0234760519687	3569|6352	http://www.genome.jp/kegg-bin/show_pathway?hsa04623/hsa:3569%09red/hsa:6352%09red
Collagen degradation	Reactome	R-HSA-1442490	2	64	0.0100611651295	0.0234760519687	102|6868	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1442490
Circadian Clock	Reactome	R-HSA-400253	2	64	0.0100611651295	0.0234760519687	4209|3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400253
Costimulation by the CD28 family	Reactome	R-HSA-388841	2	67	0.0109554207022	0.025307021822	2475|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388841
Macroautophagy	Reactome	R-HSA-1632852	2	67	0.0109554207022	0.025307021822	2475|5562	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1632852
Diseases associated with O-glycosylation of proteins	Reactome	R-HSA-3906995	2	67	0.0109554207022	0.025307021822	4851|4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3906995
cAMP signaling pathway	KEGG PATHWAY	hsa04024	3	199	0.0112430711455	0.0258407268593	207|5594|2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04024/hsa:2149%09red/hsa:5594%09red/hsa:207%09red
Fc epsilon RI signaling pathway	KEGG PATHWAY	hsa04664	2	68	0.0112610382561	0.0258407268593	5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04664/hsa:5594%09red/hsa:207%09red
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	R-HSA-6811558	2	70	0.011883461866	0.027179006842	5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811558
Epstein-Barr virus infection	KEGG PATHWAY	hsa05169	3	204	0.0120051799951	0.0273670715019	7157|6774|207	http://www.genome.jp/kegg-bin/show_pathway?hsa05169/hsa:6774%09red/hsa:207%09red/hsa:7157%09red
Viral carcinogenesis	KEGG PATHWAY	hsa05203	3	205	0.0121610846243	0.0276299359529	7157|6774|5594	http://www.genome.jp/kegg-bin/show_pathway?hsa05203/hsa:6774%09red/hsa:5594%09red/hsa:7157%09red
Cytoskeletal regulation by Rho GTPase	PANTHER	P00016	2	71	0.0122002314597	0.0276299359529	5217|57144	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00016
Signaling by the B Cell Receptor (BCR)	Reactome	R-HSA-983705	3	207	0.0124763878115	0.0281633119002	2475|5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983705
Signaling by TGF-beta Receptor Complex	Reactome	R-HSA-170834	2	72	0.0125206820416	0.0281715345935	4092|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170834
B cell receptor signaling pathway	KEGG PATHWAY	hsa04662	2	73	0.0128447955357	0.0288072598907	5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04662/hsa:5594%09red/hsa:207%09red
Post-translational protein modification	Reactome	R-HSA-597592	6	840	0.0130667539624	0.0291647919236	4092|7157|114548|3091|7040|4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-597592
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	KEGG PATHWAY	hsa05412	2	74	0.013172553928	0.0291647919236	1499|3678	http://www.genome.jp/kegg-bin/show_pathway?hsa05412/hsa:3678%09red/hsa:1499%09red
PI3K/AKT Signaling in Cancer	Reactome	R-HSA-2219528	2	74	0.013172553928	0.0291647919236	2475|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219528
ECM proteoglycans	Reactome	R-HSA-3000178	2	74	0.013172553928	0.0291647919236	2335|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000178
Cell Cycle	Reactome	R-HSA-1640170	5	607	0.0132593692092	0.0292635122994	7157|7015|84962|5594|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1640170
@@Cell cycle	KEGG PATHWAY	hsa04110	2	124	0.0338271271163	0.0538901128542	7157|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa04110/hsa:7157%09red/hsa:7040%09red
WNT5A-dependent internalization of FZD2, FZD5 and ROR2	Reactome	R-HSA-5140745	1	5	0.0136239079219	0.0295042755934	7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5140745
Defective LFNG causes SCDO3	Reactome	R-HSA-5083630	1	5	0.0136239079219	0.0295042755934	4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5083630
PTK6 Expression	Reactome	R-HSA-8849473	1	5	0.0136239079219	0.0295042755934	3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8849473
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	Reactome	R-HSA-3134973	1	5	0.0136239079219	0.0295042755934	1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3134973
SMAD2/3 Phosphorylation Motif Mutants in Cancer	Reactome	R-HSA-3304356	1	5	0.0136239079219	0.0295042755934	7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3304356
MAP kinase cascade	BioCyc	PWY66-14	1	5	0.0136239079219	0.0295042755934	5594	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-14
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	Reactome	R-HSA-5693565	2	76	0.0138389336584	0.0298765764028	7157|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693565
T cell activation	PANTHER	P00053	2	77	0.0141775192756	0.0302308334092	5594|207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00053
Endothelin signaling pathway	PANTHER	P00019	2	77	0.0141775192756	0.0302308334092	5594|207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00019
DNA Double Strand Break Response	Reactome	R-HSA-5693606	2	77	0.0141775192756	0.0302308334092	7157|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693606
Negative regulation of the PI3K/AKT network	Reactome	R-HSA-199418	2	77	0.0141775192756	0.0302308334092	5594|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199418
Transcriptional regulation of white adipocyte differentiation	Reactome	R-HSA-381340	2	78	0.0145196783485	0.0308654512133	7040|7026	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381340
Ub-specific processing proteases	Reactome	R-HSA-5689880	3	220	0.0146400545569	0.0310261706665	7157|4092|3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689880
p53 pathway	PANTHER	P00059	2	79	0.0148653931692	0.031407675202	7157|207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00059
SOS-mediated signalling	Reactome	R-HSA-112412	3	226	0.015705864915	0.0315289179744	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112412
GRB2 events in EGFR signaling	Reactome	R-HSA-179812	3	226	0.015705864915	0.0315289179744	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-179812
SHC1 events in ERBB4 signaling	Reactome	R-HSA-1250347	3	226	0.015705864915	0.0315289179744	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1250347
SHC1 events in EGFR signaling	Reactome	R-HSA-180336	3	226	0.015705864915	0.0315289179744	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180336
RAF/MAP kinase cascade	Reactome	R-HSA-5673001	3	226	0.015705864915	0.0315289179744	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5673001
Telomere Extension By Telomerase	Reactome	R-HSA-171319	1	6	0.0158766428793	0.0315289179744	7015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-171319
PTK6 promotes HIF1A stabilization	Reactome	R-HSA-8857538	1	6	0.0158766428793	0.0315289179744	3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8857538
TGFBR1 KD Mutants in Cancer	Reactome	R-HSA-3656532	1	6	0.0158766428793	0.0315289179744	7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3656532
Loss of Function of TGFBR1 in Cancer	Reactome	R-HSA-3656534	1	6	0.0158766428793	0.0315289179744	7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3656534
Loss of Function of SMAD2/3 in Cancer	Reactome	R-HSA-3304349	1	6	0.0158766428793	0.0315289179744	7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3304349
RSK activation	Reactome	R-HSA-444257	1	6	0.0158766428793	0.0315289179744	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-444257
Negative feedback regulation of MAPK pathway	Reactome	R-HSA-5674499	1	6	0.0158766428793	0.0315289179744	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5674499
SMAD2/3 MH2 Domain Mutants in Cancer	Reactome	R-HSA-3315487	1	6	0.0158766428793	0.0315289179744	7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3315487
Pre-NOTCH Processing in the Endoplasmic Reticulum	Reactome	R-HSA-1912399	1	6	0.0158766428793	0.0315289179744	4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912399
FRS-mediated FGFR1 signaling	Reactome	R-HSA-5654693	3	227	0.0158876479803	0.0315289179744	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654693
FRS-mediated FGFR3 signaling	Reactome	R-HSA-5654706	3	227	0.0158876479803	0.0315289179744	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654706
FRS-mediated FGFR4 signaling	Reactome	R-HSA-5654712	3	227	0.0158876479803	0.0315289179744	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654712
FRS-mediated FGFR2 signaling	Reactome	R-HSA-5654700	3	227	0.0158876479803	0.0315289179744	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654700
ECM-receptor interaction	KEGG PATHWAY	hsa04512	2	82	0.0159236959467	0.0315289179744	3678|2335	http://www.genome.jp/kegg-bin/show_pathway?hsa04512/hsa:3678%09red/hsa:2335%09red
