##Databases: KEGG DISEASE, OMIM, NHGRI GWAS Catalog
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Progressive supranuclear palsy	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	9451	None
Very long-chain saturated fatty acid levels (fatty acid 22:0)	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	7026	None
Mortality in heart failure	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	55742	None
Metabolite levels (5-HIAA)	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	51741	None
Amyotrophic lateral sclerosis (age of onset)	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	9181	None
Complement C3 and C4 levels	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	718	None
Bipolar disorder (body mass index interaction)	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	51741	None
Deafness, autosomal recessive	KEGG DISEASE	H00605	2	40	0.197450673896	0.274988381454	2103|2706	http://www.genome.jp/dbget-bin/www_bget?H00605
Response to methotrexate in juvenile idiopathic arthritis	NHGRI GWAS Catalog		2	40	0.197450673896	0.274988381454	9891|1080	None
Congenital disorders of carbohydrate metabolism	KEGG DISEASE		2	41	0.204579226589	0.280429295175	2203|229	None
Red blood cell traits	NHGRI GWAS Catalog		3	78	0.210295764932	0.280429295175	894|4602|406995	None
Cognitive performance	NHGRI GWAS Catalog		3	78	0.210295764932	0.280429295175	84632|3725|4194	None
Distal muscular dystrophies	KEGG DISEASE	H00594	1	11	0.21055183146	0.280429295175	1410	http://www.genome.jp/dbget-bin/www_bget?H00594
Osteogenesis imperfecta	KEGG DISEASE	H00506	1	11	0.21055183146	0.280429295175	5176	http://www.genome.jp/dbget-bin/www_bget?H00506
Primary dystonia	KEGG DISEASE	H00831	1	11	0.21055183146	0.280429295175	6513	http://www.genome.jp/dbget-bin/www_bget?H00831
Penile cancer	KEGG DISEASE	H00025	1	11	0.21055183146	0.280429295175	4193	http://www.genome.jp/dbget-bin/www_bget?H00025
Tuberculosis, susceptibility to	OMIM	607948	1	11	0.21055183146	0.280429295175	6347	http://omim.org/entry/607948
Proinsulin levels	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	5122	None
Cutaneous lupus erythematosus	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	100507436	None
Select biomarker traits	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	1401	None
Bone properties (heel)	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	22943	None
Birth weight	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	4915	None
Magnesium levels	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	3235	None
Coffee consumption	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	196	None
Response to statin therapy (LDL-C)	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	9429	None
Retinopathy in non-diabetics	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	9420	None
Urate levels in overweight individuals	NHGRI GWAS Catalog		2	42	0.211735353497	0.280779490506	9429|8614	None
Lung diseases	KEGG DISEASE		1	12	0.225955603169	0.289769656179	7015	None
Graft-versus-host disease	KEGG DISEASE	H00084	1	12	0.225955603169	0.289769656179	3569	http://www.genome.jp/dbget-bin/www_bget?H00084
Pyoderma gangrenosum in inflammatory bowel disease	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	7078	None
Lymphoma	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	3720	None
Response to zileuton treatment in asthma (FEV1 change interaction)	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	1235	None
Paclitaxel-induced neuropathy	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	2043	None
Body mass index (interaction)	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	23405	None
Triptolide cytotoxicity	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	7159	None
Gastric cancer	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	5562	None
Metabolite levels (Dihydroxy docosatrienoic acid)	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	27122	None
Eye color	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	79805	None
Airway wall thickness	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	9863	None
Hodgkin's lymphoma	NHGRI GWAS Catalog		1	12	0.225955603169	0.289769656179	4602	None
Cadmium levels	NHGRI GWAS Catalog		2	44	0.226115338264	0.289769656179	60529|3732	None
Lead levels	NHGRI GWAS Catalog		2	45	0.233332038156	0.298391076049	2309|10891	None
Phospholipid levels (plasma)	NHGRI GWAS Catalog		2	46	0.240561988661	0.303187844577	861|57620	None
Amyotrophic lateral sclerosis (ALS)	KEGG DISEASE	H00058	1	13	0.241059187901	0.303187844577	283	http://www.genome.jp/dbget-bin/www_bget?H00058
Sphingolipid levels	NHGRI GWAS Catalog		1	13	0.241059187901	0.303187844577	6370	None
Airway responsiveness in chronic obstructive pulmonary disease	NHGRI GWAS Catalog		1	13	0.241059187901	0.303187844577	5915	None
Alcohol and nictotine co-dependence	NHGRI GWAS Catalog		1	13	0.241059187901	0.303187844577	7182	None
Alcohol consumption	NHGRI GWAS Catalog		1	13	0.241059187901	0.303187844577	4633	None
Response to anti-depressant treatment in major depressive disorder	NHGRI GWAS Catalog		1	13	0.241059187901	0.303187844577	9863	None
Caffeine consumption	NHGRI GWAS Catalog		1	13	0.241059187901	0.303187844577	196	None
Hypertrophic cardiomyopathy (HCM)	KEGG DISEASE	H00292	1	14	0.255868428407	0.3165917674	4633	http://www.genome.jp/dbget-bin/www_bget?H00292
Myelodysplastic syndrome	KEGG DISEASE	H01481	1	14	0.255868428407	0.3165917674	861	http://www.genome.jp/dbget-bin/www_bget?H01481
Subcortical brain region volumes	NHGRI GWAS Catalog		1	14	0.255868428407	0.3165917674	2896	None
Epilepsy (generalized)	NHGRI GWAS Catalog		1	14	0.255868428407	0.3165917674	5321	None
Glycemic traits (pregnancy)	NHGRI GWAS Catalog		1	14	0.255868428407	0.3165917674	5122	None
Percentage gas trapping	NHGRI GWAS Catalog		1	14	0.255868428407	0.3165917674	9423	None
Behcet's disease	NHGRI GWAS Catalog		1	14	0.255868428407	0.3165917674	100507436	None
Blood metabolite ratios	NHGRI GWAS Catalog		2	49	0.262299367322	0.323237604174	27165|1577	None
Breast size	NHGRI GWAS Catalog		2	49	0.262299367322	0.323237604174	2736|595	None
Diastolic blood pressure	NHGRI GWAS Catalog		2	50	0.269550938632	0.323406515394	133|5045	None
Respiratory diseases	KEGG DISEASE		1	15	0.270389053854	0.323406515394	7015	None
Congenital muscular dystrophies (CMD/MDC)	KEGG DISEASE	H00590	1	15	0.270389053854	0.323406515394	4000	http://www.genome.jp/dbget-bin/www_bget?H00590
Obesity, severe	OMIM	601665	1	15	0.270389053854	0.323406515394	5443	http://omim.org/entry/601665
Intracranial aneurysm	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	64321	None
Pulmonary function decline	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	5101	None
Mitral valve prolapse	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	7145	None
Autism	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	51592	None
Response to taxane treatment (docetaxel)	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	27122	None
Waist-to-hip circumference ratio (interaction)	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	4915	None
Dementia and core Alzheimer's disease neuropathologic changes	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	1272	None
Serum albumin level	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	8792	None
Glaucoma (primary open-angle)	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	23365	None
D-dimer levels	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	2152	None
Sexual dimorphism in anthropometric traits	NHGRI GWAS Catalog		1	15	0.270389053854	0.323406515394	3667	None
Visceral adipose tissue/subcutaneous adipose tissue ratio	NHGRI GWAS Catalog		2	51	0.27680065268	0.33042739361	3667|6862	None
Anophthalmia and microphthalmia (A/M)	KEGG DISEASE	H01027	1	16	0.284626682037	0.336477279152	6657	http://www.genome.jp/dbget-bin/www_bget?H01027
Malaria, resistance to	OMIM	611162	1	16	0.284626682037	0.336477279152	948	http://omim.org/entry/611162
Cardiac Troponin-T levels	NHGRI GWAS Catalog		1	16	0.284626682037	0.336477279152	10563	None
Venous thromboembolism	NHGRI GWAS Catalog		1	16	0.284626682037	0.336477279152	2147	None
Combined immunodeficiencies	KEGG DISEASE	H00093	1	17	0.298586821538	0.345612829484	6786	http://www.genome.jp/dbget-bin/www_bget?H00093
Nephronophthisis-medullary cystic kidney disease, including	KEGG DISEASE	H00537	1	17	0.298586821538	0.345612829484	22897	http://www.genome.jp/dbget-bin/www_bget?H00537
Liver enzyme levels (alanine transaminase)	NHGRI GWAS Catalog		1	17	0.298586821538	0.345612829484	29117	None
Personality dimensions	NHGRI GWAS Catalog		1	17	0.298586821538	0.345612829484	5921	None
Leprosy	NHGRI GWAS Catalog		1	17	0.298586821538	0.345612829484	9966	None
Retinal vascular caliber	NHGRI GWAS Catalog		1	17	0.298586821538	0.345612829484	5781	None
Dupuytren's disease	NHGRI GWAS Catalog		1	17	0.298586821538	0.345612829484	7077	None
Intelligence	NHGRI GWAS Catalog		1	17	0.298586821538	0.345612829484	64100	None
Red blood cell fatty acid levels	NHGRI GWAS Catalog		1	17	0.298586821538	0.345612829484	5777	None
Fat distribution (HIV)	NHGRI GWAS Catalog		1	17	0.298586821538	0.345612829484	3956	None
Manganese levels	NHGRI GWAS Catalog		2	55	0.30572882495	0.353209437915	23327|2113	None
Sex hormone-binding globulin levels	NHGRI GWAS Catalog		1	18	0.312274873845	0.358733847543	7026	None
Neutrophil count	NHGRI GWAS Catalog		1	18	0.312274873845	0.358733847543	80310	None
Blood trace element (Zn levels)	NHGRI GWAS Catalog		1	18	0.312274873845	0.358733847543	1400	None
Limb-girdle muscular dystrophy (LGMD)	KEGG DISEASE	H00593	1	19	0.325696135435	0.370661646671	4000	http://www.genome.jp/dbget-bin/www_bget?H00593
Congenital disorders of cofactor/vitamin metabolism	KEGG DISEASE		1	19	0.325696135435	0.370661646671	210	None
Mitochondrial complex I deficiency	OMIM	252010	1	19	0.325696135435	0.370661646671	80224	http://omim.org/entry/252010
Primary tooth development (number of teeth)	NHGRI GWAS Catalog		1	19	0.325696135435	0.370661646671	84962	None
Primary tooth development (time to first tooth eruption)	NHGRI GWAS Catalog		1	19	0.325696135435	0.370661646671	84962	None
Parkinson's disease	NHGRI GWAS Catalog		3	102	0.336487440864	0.382074007182	1545|6720|152559	None
Mean corpuscular hemoglobin concentration	NHGRI GWAS Catalog		1	20	0.338855799812	0.382074007182	4602	None
Hemostatic factors and hematological phenotypes	NHGRI GWAS Catalog		1	20	0.338855799812	0.382074007182	3732	None
Attention function in attention deficit hyperactive disorder	NHGRI GWAS Catalog		1	20	0.338855799812	0.382074007182	9891	None
Polycystic ovary syndrome	NHGRI GWAS Catalog		1	20	0.338855799812	0.382074007182	2492	None
Hypogonadotropic hypogonadism	KEGG DISEASE	H00255	1	21	0.351758959505	0.392990778934	54756	http://www.genome.jp/dbget-bin/www_bget?H00255
Syndromic X-linked mental retardation with epilepsy or seizures	KEGG DISEASE	H00577	1	21	0.351758959505	0.392990778934	2316	http://www.genome.jp/dbget-bin/www_bget?H00577
Hereditary spastic paraplegia (SPG)	KEGG DISEASE	H00266	1	21	0.351758959505	0.392990778934	9420	http://www.genome.jp/dbget-bin/www_bget?H00266
Systemic lupus erythematosus and Systemic sclerosis	NHGRI GWAS Catalog		1	21	0.351758959505	0.392990778934	3394	None
Obesity (early onset extreme)	NHGRI GWAS Catalog		1	21	0.351758959505	0.392990778934	196475	None
Educational attainment	NHGRI GWAS Catalog		2	63	0.362774885469	0.402700128438	387893|7284	None
Response to statin therapy	NHGRI GWAS Catalog		2	63	0.362774885469	0.402700128438	6660|23405	None
Type I diabetes mellitus	KEGG DISEASE	H00408	1	22	0.364410608029	0.402700128438	5588	http://www.genome.jp/dbget-bin/www_bget?H00408
Fasting plasma glucose	NHGRI GWAS Catalog		1	22	0.364410608029	0.402700128438	3170	None
Asthma and hay fever	NHGRI GWAS Catalog		1	22	0.364410608029	0.402700128438	7145	None
Plasma omega-6 polyunsaturated fatty acid levels (dihomo-gamma-linolenic acid)	NHGRI GWAS Catalog		1	22	0.364410608029	0.402700128438	7099	None
Glycated hemoglobin levels	NHGRI GWAS Catalog		1	23	0.37681564181	0.411194170848	4602	None
Type 1 diabetes autoantibodies	NHGRI GWAS Catalog		1	23	0.37681564181	0.411194170848	246778	None
Cerebrospinal fluid clusterin levels	NHGRI GWAS Catalog		1	23	0.37681564181	0.411194170848	1112	None
Relative hand skill in reading disability	NHGRI GWAS Catalog		1	23	0.37681564181	0.411194170848	9686	None
Lupus nephritis in systemic lupus erythematosus	NHGRI GWAS Catalog		1	23	0.37681564181	0.411194170848	22803	None
IgG glycosylation	NHGRI GWAS Catalog		1	23	0.37681564181	0.411194170848	6480	None
Intraocular pressure	NHGRI GWAS Catalog		1	24	0.388978862066	0.41921750152	23365	None
Quantitative traits	NHGRI GWAS Catalog		1	24	0.388978862066	0.41921750152	9690	None
Liver enzyme levels (alkaline phosphatase)	NHGRI GWAS Catalog		1	24	0.388978862066	0.41921750152	229	None
Inflammatory biomarkers	NHGRI GWAS Catalog		1	24	0.388978862066	0.41921750152	1401	None
White matter hyperintensity burden	NHGRI GWAS Catalog		1	24	0.388978862066	0.41921750152	2202	None
Tuberculosis	NHGRI GWAS Catalog		1	24	0.388978862066	0.41921750152	2627	None
Epithelial ovarian cancer	NHGRI GWAS Catalog		1	24	0.388978862066	0.41921750152	7015	None
Congenital disorders of metabolism	KEGG DISEASE		13	592	0.400903569463	0.429038659234	2203|80224|948|7284|4001|210|6513|6901|284119|1491|229|9370|1080	None
Menopause (age at onset)	NHGRI GWAS Catalog		1	25	0.400904976662	0.429038659234	51720	None
Telomere length	NHGRI GWAS Catalog		1	25	0.400904976662	0.429038659234	7015	None
Hematology traits	NHGRI GWAS Catalog		1	25	0.400904976662	0.429038659234	4602	None
Chronic kidney disease	NHGRI GWAS Catalog		2	69	0.404383427235	0.432003311057	9869|58497	None
Urate levels	NHGRI GWAS Catalog		2	70	0.411194124005	0.43851121616	9429|5781	None
Ribosomopathies	KEGG DISEASE		1	26	0.412598601917	0.439241094536	7015	None
Blood pressure (smoking interaction)	NHGRI GWAS Catalog		1	27	0.424064264385	0.450660629399	93986	None
Airflow obstruction	NHGRI GWAS Catalog		1	28	0.4353064026	0.459406411048	5915	None
Primary biliary cirrhosis	NHGRI GWAS Catalog		1	28	0.4353064026	0.459406411048	9966	None
Very long-chain saturated fatty acid levels (fatty acid 20:0)	NHGRI GWAS Catalog		1	28	0.4353064026	0.459406411048	1009	None
Sudden cardiac arrest	NHGRI GWAS Catalog		1	28	0.4353064026	0.459406411048	25942	None
Coronary heart disease	NHGRI GWAS Catalog		2	74	0.438039412572	0.461492299946	4633|80310	None
Cardiovascular disease risk factors	NHGRI GWAS Catalog		1	29	0.44632936878	0.468607426774	9429	None
Social communication problems	NHGRI GWAS Catalog		1	29	0.44632936878	0.468607426774	23136	None
Blood metabolite levels	NHGRI GWAS Catalog		3	124	0.451747571504	0.473481131646	27165|196|1577	None
Toenail selenium levels	NHGRI GWAS Catalog		1	30	0.457137430508	0.478308460738	80310	None
Hematological and biochemical traits	NHGRI GWAS Catalog		1	31	0.467734772376	0.488558580735	4602	None
Acute lymphoblastic leukemia (childhood)	NHGRI GWAS Catalog		1	32	0.478125497592	0.497707429234	9863	None
Urate levels (BMI interaction)	NHGRI GWAS Catalog		1	32	0.478125497592	0.497707429234	146713	None
Mitochondrial respiratory chain deficiencies (MRCD)	KEGG DISEASE	H00473	1	33	0.488313629568	0.506583867409	80224	http://www.genome.jp/dbget-bin/www_bget?H00473
Emphysema imaging phenotypes	NHGRI GWAS Catalog		1	33	0.488313629568	0.506583867409	5396	None
Cancers of endocrine organs	KEGG DISEASE		1	35	0.508097817711	0.525321472548	7428	None
Mercury levels	NHGRI GWAS Catalog		1	35	0.508097817711	0.525321472548	9355	None
Myopia (pathological)	NHGRI GWAS Catalog		1	36	0.517701535499	0.534345070481	654	None
Hypertriglyceridemia	NHGRI GWAS Catalog		1	38	0.53635081701	0.552658781041	84868	None
Mean corpuscular volume	NHGRI GWAS Catalog		1	39	0.545403603931	0.561039120401	4602	None
White blood cell count	NHGRI GWAS Catalog		1	41	0.562983004298	0.578147529666	4602	None
Mean corpuscular hemoglobin	NHGRI GWAS Catalog		1	44	0.588087251044	0.602912980062	4602	None
Alzheimer's disease (cognitive decline)	NHGRI GWAS Catalog		1	46	0.604018006832	0.6179154246	60412	None
Cholesterol, total	NHGRI GWAS Catalog		2	102	0.604746735224	0.6179154246	406940|64321	None
Retinitis pigmentosa (RP)	KEGG DISEASE	H00527	1	47	0.611751113602	0.624027055681	64218	http://www.genome.jp/dbget-bin/www_bget?H00527
Mitochondrial diseases	KEGG DISEASE		2	106	0.625267655609	0.636750033258	80224|7284	None
Prostate cancer (gene x gene interaction)	NHGRI GWAS Catalog		1	49	0.626767768996	0.637213898479	7026	None
Metabolite levels	NHGRI GWAS Catalog		2	107	0.630267008601	0.639705283272	366|27165	None
Coronary artery calcification	NHGRI GWAS Catalog		1	53	0.655083141573	0.662687755157	124540	None
Alzheimer's disease (late onset)	NHGRI GWAS Catalog		1	53	0.655083141573	0.662687755157	8878	None
Vitiligo	NHGRI GWAS Catalog		1	54	0.661820164933	0.668394537433	1235	None
Attention deficit hyperactivity disorder	NHGRI GWAS Catalog		1	57	0.681252868847	0.686883057845	4691	None
Cognitive function	NHGRI GWAS Catalog		1	58	0.687479351961	0.692017169465	4591	None
Congenital disorders of amino acid metabolism	KEGG DISEASE		2	121	0.694859786942	0.698294019827	1491|6901	None
QT interval	NHGRI GWAS Catalog		1	67	0.738325753147	0.740754456282	1387	None
Waist-to-hip ratio adjusted for body mass index	NHGRI GWAS Catalog		1	68	0.743438623469	0.744659376545	1050	None
Bipolar disorder	NHGRI GWAS Catalog		1	135	0.931682269751	0.931682269751	25855	None

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
